solutions,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,fac_scores
"One solution could be that he negotiates with his girlfriends uncle to get the SUV for a more cost effective price beause he is a college student that needs a safe way to and from work/school. This way he pleases his girlfriend and her uncle, while also bing able to keep his sports car and not acquire a second job.",3.1030054,3.0638523,3.004266,2.9026039,2.5851364,2.0162156,1.5865966,1.2521284,1.0510975,0.8876526,0.80571,0.334142639
I think mike should put winter tires on his sports car that gives him enough traction to make it up the hill,3.2211602,3.2812352,3.3726628,3.528649,3.671032,3.6977665,3.5046287,2.81114,2.3322835,1.9513446,1.7328238,0.725101679
"If I was Mike id suggest that he just get the cheaper car, because he does not need to jeopardize school because of car expenses. Also he should explain to his girlfriend that he got a better deal so it has nothing to do with her uncle just its finacncialy better for him if he gets the cheap one.",3.5704725,3.5240784,3.4534721,3.3330088,2.9496903,2.1604872,1.3930486,0.8690907,0.5882729,0.4030214,0.31051293,-0.25548225
Mike could gather whatever money he has and save up until he has enough money for the SUV and ask his girlfriend to support him for a while longer. He can also ask his girlfriend if her uncle would ever be able to reconsider the price of the SUV he is seling.,3.2542088,3.1771674,3.05992,2.8598793,2.3535104,1.4842403,0.83213776,0.54581344,0.40960515,0.31366852,0.27540937,0.334142639
"Explain to Mike's girlfriend that he can't afford a new car, and that instead of buying one or having her continue to drive him around, he is making a commitment to walking on snow days.",3.6226976,3.59784,3.5600119,3.495471,3.2101574,2.5403662,1.8063611,1.1924357,0.8457306,0.6111689,0.48787045,0.135476791
"Mike should sell his car, even though it's his dream car, it's not really doing him any favors in the winter time and he should buy an SUV from his uncle because it will be better quality and probably be able to withstand all the snow and the steep hills ike has to deal with.",4.0,4.0,4.0,4.0,3.80629,3.156576,2.2476919,1.3863077,0.8969293,0.580368,0.40786132,-0.605599485
"Mike needs to look at both of the vehilces from the different sellers and make a financially based decision. If the higher quality vehicle is not overpriced then he should purchase that vehicle because it will save him money in the long wrong, but if the ther vehicle is in a decent condition and lower price he should choose that one because it will save him money.",2.0508463,1.9908174,1.8994606,1.7435938,1.3990713,1.086369,1.2987039,1.505177,1.5785059,1.5421188,1.533214,0.334142639
"Negotiate with the Uncle by bringing up the prices of the other cheaper SUV's to see if he can lower the price of the suggested SUV- if not, then buy from the cheaper dealer.",2.315328,2.248299,2.1462896,1.9722486,1.5767801,1.1207362,1.1326957,1.2408978,1.2764863,1.233851,1.2228152,-0.015974596
In the winter Mike can take local or pubic transportation until he can afford an SUV for the winter.,3.4331305,3.480869,3.5535197,3.6774733,3.7473054,3.6157997,3.2406461,2.4891086,1.9971563,1.6253202,1.4140058,-0.167425983
If mike is not willing to part ways with his vehicle he could finish out the semester catching the city bus and asking his girlfriend for rides only when neccessary. Look into trading out car for something that comes in at a close second and is reliable fr bad weather conditions. and continue his school work and not focus on getting an extra job to pay for something that has an alternative paths,3.6593268,3.6948726,3.7489681,3.8412633,3.8382642,3.5441704,2.97788,2.1614017,1.6529956,1.2888337,1.0839194,0.987162646
"Mike could either decide to buy a cheap used car to get him through until he could buy a better car, or Mike could even decide to take public transportation, regardless of if it's not the most ""ideal"" situation.",2.9987698,2.9631724,2.9089973,2.8165689,2.522938,2.015647,1.6675361,1.3693446,1.1811552,1.0185012,0.9363422,-0.015974596
"A possible solution to Mike's problem is public transportation. Taking a bus, taxi, or subway, etc might be a good alternative during bad weather.",2.605368,2.653065,2.7256553,2.8495018,2.9752953,3.150954,3.333024,2.956621,2.6387446,2.3325036,2.1569412,-0.167425983
Sell the car and ask her uncle to bring the price down.,2.120662,2.0637364,1.9771013,1.8292925,1.4946648,1.1760325,1.3512427,1.5165328,1.5672765,1.5188551,1.5028279,-1.107168106
Ask Mike's girlfriend's uncle if he can match the price of the other vehicles.,3.0315473,2.9597845,2.850572,2.664239,2.197865,1.4453146,0.95995086,0.7582486,0.65537715,0.5659889,0.5303372,-0.454148098
Keep researching around the area and come up with the best price. Ask her uncle if he will match the price if he finds a lower deal somewhere else but if not buy it from the cheaper dealership and try to stay in school.,2.220252,2.1602302,2.0688846,1.9130377,1.5570579,1.1814866,1.2797798,1.409483,1.4471885,1.397379,1.3811588,-0.454148098
"Choose a car that he can afford and that will get him through the winter season, and if his girlfriend breaks up with him because of it, she wasn't the one for him.",2.5395014,2.4915044,2.41846,2.2938354,1.972898,1.5562639,1.4778978,1.4259454,1.3658954,1.265596,1.219674,-0.757050871
"MIke should explain to his girlfriend that he cannot afford the price of her uncles car. However, he is very interested in purchasing one from him. Mike should see if his girlfriend can talk her unlce into price-matching the vehice so that he can get a reiable car at a pricepoint he can afford.",3.6083968,3.5526953,3.4679258,3.3232975,2.8935223,2.0302515,1.2076344,0.6951484,0.4300893,0.261358,0.17954668,-0.406933637
"Mike could talk to his girlfriend about the situation, and he could talk to other friends if they can give him rides if his girlfriend doesnt want to give him rides anymore. If a dealer has cheaper car then he should buy it cheaper as long as someone who nows about cars problems can check if evething is okay with the car such as a friend.",3.3907645,3.3133023,3.1954126,2.9942794,2.476662,1.5539606,0.8085704,0.46167803,0.2978432,0.1919832,0.14839274,0.684259873
Walk to school or take a bus,1.1080699,1.1052114,1.1008613,1.0934397,1.0824329,1.4883434,2.517558,2.9751382,3.1008487,3.0191512,2.975152,-0.015974596
"Decrease social activities to allow for a second job. This will supply the money needed to compensate the girlfriend for the gas she is using on your transportation. Later on, there will be enough money saved up that you can then sell your current car, tak down the price of the SUV for the Uncle AND the other dealer, and afford the car.",2.5005429,2.4769266,2.4409845,2.3796637,2.1763213,1.9312844,1.956801,1.8474413,1.7334195,1.5850636,1.5085169,0.923767527
"Buy the cheaper car, but ask his girlfriend's uncle to take a look at it before purchasing it, explain his financial situation to her uncle.",2.7724092,2.6782832,2.5350344,2.2906342,1.7363933,0.9359488,0.55383885,0.5383887,0.54699934,0.5250307,0.5301876,-0.318877369
Mike can keep his dream car and still get to school by parking his car at the bottom of the hill when it's snowy or going to snow.,3.5461507,3.6067898,3.6990745,3.8565252,3.9795191,3.889185,3.47902,2.6365635,2.087965,1.6801234,1.4468403,-0.015974596
Mike should sell his old car and get a new SUV from his girlfriend's uncle to assure the quality of the vehicle.,3.0459783,2.9515965,2.8079588,2.562895,1.9888915,1.0851964,0.51807237,0.37947083,0.33123705,0.288154,0.2818514,-0.757050871
Buy the SUV from girl friend's uncle.,2.304597,2.2141056,2.07639,1.8414278,1.3360636,0.7327894,0.6772469,0.862543,0.960207,0.96763515,0.98815066,-1.107168106
I would suck it up and sell my car and get a new SUV while taking more online classes and working more so I could afford it.,2.6918414,2.6546268,2.5979924,2.5013647,2.2209308,1.8172117,1.670615,1.5164505,1.3968918,1.2619193,1.1951399,0.27074752
"I would go buy the cheapest suv with my gf uncle. I would use the suv during the winter and not have to bother anyone for a ride anymore, however if i want to keep my sports car i will have to get a parttime job to help with the payments and gas. Being a uv it will take and waste more gas then my car.",3.0718105,3.0704174,3.068298,3.0646813,2.927372,2.6134052,2.3250563,1.8884687,1.5977209,1.3575375,1.2269063,0.031239866
"I would let him keep the car and assist him buying a new vehicle , I understand how hard it would be to sell something that has a lot sentimental value.  But its also important for his to become more independent. Keeping the car in the summer, but  the on that i will help him buy i would mostly use except when it gets really bad in the neighborhood with the snow.",2.7922225,2.8119476,2.8419666,2.893184,2.8744113,2.8003888,2.7675514,2.3926146,2.1067848,1.8444316,1.697876,-0.25548225
Mike could ask his girlfriend's uncle to buy the SUV from the the other dealership and sell it to him at that price or even lower as well as assure the quality of the vehicle.,3.3137927,3.2376034,3.1216521,2.9238238,2.417429,1.5315211,0.84201473,0.52607304,0.37516886,0.27273083,0.23077251,0.573650293
"Make a decision with the significant other about how much of an inconvenience driving you around really is, determine if they understand how much the sports car means to you and your financial state, consider how much that significant other means to you ad your future/happiness, and determine whether the uncle will match the other dealer's price; then, if you must get a new car, choose the dealer that makes the most sense as a result of those prior determinations.",2.1110766,2.0449626,1.9443456,1.7726804,1.3953806,1.0210928,1.1734941,1.3714123,1.4475969,1.4192061,1.4157668,0.3813571
"Sell some old items in the house, haggle the Uncle to a cheaper price, and buy the SUV. If that fails, walk.",1.9039886,1.8420609,1.747814,1.5870163,1.2435019,0.9731028,1.2782727,1.5571243,1.6661605,1.645379,1.6453241,0.573650293
I would tell mike to buy the car from the dealership since it is cheaper since money is already an issue.,2.9311981,2.8749833,2.78943,2.6434665,2.2572057,1.6421263,1.2738469,1.0697433,0.948323,0.8342644,0.78233963,-0.757050871
"Mike should tell his girlfriend's uncle that he found the same car cheaper in another dealer, and ask him if he could match the price.",2.6187932,2.500516,2.320511,2.013401,1.3557066,0.45665395,0.101057194,0.22955519,0.33202878,0.37287715,0.4166613,-0.757050871
Mike should get the SUV from his girlfriends uncle because he is then more likely to help Mike out financially.,2.980794,2.908534,2.7985642,2.6109402,2.1456647,1.4087595,0.95598376,0.77880573,0.6878701,0.6035414,0.5707373,-0.757050871
Mike should keep his dream car and his girlfriend should stop being lame and drive her boyfriend around.,2.4797788,2.4011106,2.281388,2.0771246,1.6156225,1.0234873,0.8876477,0.95717895,0.9878812,0.9566451,0.9539394,0.119296133
"Mike should keep his dream car in my opinion. He may never come across it again. As far as where he should get it, I think he would be better off getting it from his girlfriend's uncle depending on how much cheaper it is. It pays off more in the long run o have something reliable as opposed to being unsure and the car breaking down.",3.0653214,3.0145285,2.9372287,2.8053427,2.4355512,1.8056071,1.3642883,1.0827272,0.9192933,0.7832463,0.71835244,0.182691252
Mike should buy a used SUV that he can afford to pay cash for. The quality doesn't need to be amazing as he only needs it for the snow,3.4933612,3.4838161,3.4692914,3.4445083,3.240166,2.7171004,2.1189477,1.5164777,1.1579149,0.90146905,0.7634589,-0.302696712
Mike should just go with the suv and wait to get money with his degree to get his dream car.,3.2961535,3.2499752,3.179698,3.059795,2.6961007,2.0101697,1.4281232,1.0277785,0.8040659,0.64007074,0.5591071,-0.318877369
Buy the SUV from the girlfriend's uncle because he provides assured quality so he won't have to worry about future problems with the car.,2.5789406,2.49873,2.3766592,2.168389,1.6928846,1.0539778,0.8464563,0.8758133,0.88960725,0.85376054,0.8488226,-0.757050871
Mike trades in his car and gets a reliable vehicle for winter months.,2.8295624,2.8194811,2.8041387,2.7779622,2.6161175,2.3361223,2.1832132,1.8831223,1.6654401,1.4626544,1.3539827,-0.605599485
Mike needs to check to see how much taking a taxi or urber would cost him in a months time because this may be cheaper than buying a SUV from just the winter months.,2.610732,2.5574198,2.476284,2.337857,1.9870209,1.509669,1.3664119,1.298555,1.237088,1.1423028,1.1003523,0.772316141
"I would try to sell, or perhaps trade in the sports car to the local dealer in order to get a better deal. I appreciate what my girlfriends uncle is trying to do for me, but the dealer is a better fit with my current financial situation.",3.152887,3.1551006,3.1584694,3.164217,3.0384092,2.7175746,2.3861198,1.9016999,1.5847169,1.3305533,1.1916465,0.334142639
Trully if I was Mike I would sell my dream car which is useless to me most of the time. I would then buy the cheaper version since I am a college student and with not enough income I cant afford the luxury of buying the same car for a higher price. I woul explain that to the uncle of my girlfriend and hopefuly he can see my point of view.,3.0333934,3.0031173,2.9570403,2.878429,2.6075387,2.1216855,1.7672107,1.4369504,1.2279162,1.05136,0.9606572,0.532808487
Mike can compare the SUVs from both salesmen to decide which SUV to buy to help him get to school while being the most economically smart.,2.6560519,2.5893514,2.4878414,2.3146517,1.8976176,1.3171473,1.1007342,1.0535637,1.0167053,0.9464163,0.92025113,-0.454148098
Mikes should buy the SUV from his girlfriend's uncle because it's guaranteed to be good quality.,2.6750793,2.605634,2.4999468,2.3196306,1.8883655,1.2831388,1.0451721,0.99783087,0.9639711,0.8979334,0.87458473,-0.757050871
"Mike should go for the cheaper price of the SUV because as a college student, there is not enough more to spend.",2.7893472,2.7196994,2.6137037,2.4328604,1.9928863,1.3439143,1.0283622,0.9298766,0.8725195,0.7978636,0.7698557,-0.757050871
Take the bus or a shuttle to class,1.3673508,1.39121,1.4275211,1.4894726,1.586851,2.0686631,3.0083919,3.2662537,3.269352,3.1110911,3.0205073,-0.167425983
"First Mike should see if there is another location nearby that he could park or see if there are any apartments available for the same price that is not on a steep hill. If not, Mike could go talk to his girlfriend's uncle and try to negotiate and match te price that the local car dealer is offering. IF that doesn't work, then he should either walk to a bus stop or buy a vehicle he can afford from the local car dealer.",3.3781736,3.3718045,3.3621106,3.345573,3.164016,2.704193,2.193712,1.6336517,1.2912017,1.0372125,0.89996254,1.122433375
"If he plans on going ahead and getting the more reliable car, he should see if he can have the uncle somehow match the price to that of the local car dealer.",2.7632782,2.6954656,2.592263,2.416185,1.9866327,1.3591712,1.0670183,0.9746926,0.9181344,0.8416924,0.81237686,-0.015974596
"Instead of buying a new car/SUV, put better traction tires on the sports car.",2.2082398,2.2237706,2.2474046,2.2877297,2.288792,2.4046218,2.7516308,2.654179,2.5017817,2.2944443,2.178632,0.725101679
Mike should just go for the cheaper car. If he can get the same SUV for cheaper then he should go for it. He needs to think about his money situation and not care so much about when his girlfriends uncle with think.,3.046335,2.9522426,2.8090465,2.5647342,1.9920738,1.0901135,0.52367395,0.3840172,0.3349694,0.29125014,0.28454846,-0.757050871
Mike should check out all available vehicles to determine which place he will go to buy an SUV.,2.5861168,2.5077448,2.3884714,2.1849754,1.7176533,1.0879297,0.88143164,0.90187746,0.9094769,0.8692051,0.86152184,-0.318877369
"Mike can sell his car and come up with a budget on how much of a car he can afford. If he can afford it, he should get the car from his girlfriend's uncle because cheaper cars aren't always better quality-although if he cannot afford it then he should eiter save his money and his girlfriend can keep driving him until he has enough, or just buy the cheaper car because that is what he can afford.",3.2499332,3.1716335,3.0524714,2.8491645,2.3371525,1.4613602,0.80813044,0.52761585,0.39551485,0.30255616,0.26614815,0.923767527
Talk to his girlfriend's uncle and see if there could be some kind of deal he could make with him so that he won't be tight on money.,1.7146266,1.6307985,1.5032233,1.2855633,0.8516377,0.51042104,0.8733438,1.3054051,1.5100751,1.5502169,1.5873466,-0.302696712
"Mike should talk to his girlfriend's uncle about lowering the price, if not he should look elsewhere and have it checked out before he buys it.",2.4418256,2.3462372,2.2007632,1.9525666,1.4138563,0.72676367,0.56258816,0.7014058,0.7832251,0.7904852,0.8118371,-0.454148098
"I would definitely look carefully at his income and see what he is earning will allow him to buy from my uncle, and if he doesn't have enough money I would support him on his decision whether or not it means buying from my uncle. If he decided to I'd coul certainly assist him financially if needed. I would not force him either into selling his original car since it has sentimental value.",2.6062105,2.612522,2.6221256,2.638513,2.569111,2.4777174,2.5274029,2.2780344,2.0655003,1.846006,1.7252463,0.334142639
"Mike could tell his girlfriend that while he appreciates her help with wanting to find him a new SUV, he does not have the money right now and actually enjoys his care.  He would be okay with finding alternative forms of transportation so his girlfriend desn't become bothered.",3.158594,3.1022232,3.016435,2.8700678,2.4676476,1.7671157,1.2452297,0.93858325,0.76976776,0.6380389,0.5765128,-0.318877369
Explore all options and make a pros and cons list. Weigh your options and go from there.,0.75098944,0.7004922,0.6236425,0.49252567,0.2811255,0.51261735,1.6305366,2.396551,2.7187703,2.76526,2.7997835,-0.318877369
"If Mike is determined to keep his car, he needs to find another apartment that is not on a hill.",2.6792488,2.6701164,2.656218,2.6325054,2.4853344,2.2672808,2.2186015,1.9836892,1.7951785,1.602298,1.4988514,-0.015974596
"FIrst, I would see if getting winter tires would help the sports car get up the hill. By doing this, some research will be done. If getting winter tires is not the best route, Mike will need to check the quality of all of the SUVs. The girlfriend's uncle ay have the best quality, but he won't know unless he finds out. If it turns out the vehicles are similar in quanity, Mike will need to talk to his girlfriend's uncle and tell him he has found the same vehicles for a lower price. The uncle should be undertanding since he is a student with small income. It is in the better interest for Mike to get a good quality, cheap vehicle that has good traction to get up the hill.",3.5831668,3.6423793,3.7324939,3.8862414,4.0,3.8867264,3.4470954,2.5922582,2.039517,1.6317376,1.3987479,1.273884762
Mike could walk to the bus stop.,1.4941516,1.4683791,1.4291565,1.3622383,1.2170011,1.3318398,2.0281165,2.3813305,2.4843194,2.4201322,2.389844,-0.015974596
"Mike should purchase the SUV from his girlfriend's uncle because that will ensure the quality of the vehicle so he most likely won't run into a money pit situation. Also, by taking this course of action, Mike's girlfriend and her uncle are pleased and he as an SUV; which solves his problem driving in the snow.",3.6569996,3.6360753,3.60423,3.5498989,3.2807984,2.6236126,1.8790311,1.2374622,0.8735218,0.6279971,0.4980092,-0.25548225
"Mike should buy an SUV from the dealer, because you never mix family and business, and work to slowly pay off the car.",2.8613698,2.793362,2.6898625,2.513279,2.0761533,1.4110041,1.0521824,0.91601884,0.8393412,0.75554526,0.7222575,-0.015974596
"Since he has had this car for six years, and is a student with a low income, to keep both my girlfriend and I happy, I will sell my car and buy a more reasonable and appropriate vehicle that would work for all the season changes.",2.7482054,2.7439485,2.7374701,2.7264168,2.597555,2.3853142,2.305733,2.0245688,1.8091357,1.6005712,1.4876909,-0.605599485
I would go and talk to the Uncle and have him look at the other dealer's cars without me to inspect the quality of them. And if they are of lower quality I would buy from the Uncle because he will back my purchase from him. However if they are better carsfor cheaper money than I would explain to the uncle that I'm a broke college kid and this is only a winter car and the price point is more important that the family loyalty. If he truly cars about me as a person (and if my girlfriend really loves me) theywill understand my dilemma and my decision.,2.1591945,2.1164927,2.0515053,1.9406292,1.6704553,1.4291873,1.623756,1.727799,1.7341784,1.6528711,1.6163341,1.122433375
Get a loan,0.0,0.0,0.0,0.0,0.07763898,0.9135009,2.69791,3.648692,4.0,4.0,4.0,0.923767527
Buy the SUV from his girlfriend's uncle and ask him for some type of payment arrangement,2.4795103,2.3911886,2.256774,2.0274458,1.5204425,0.8661907,0.69978493,0.79915845,0.8545297,0.84356415,0.85366184,-0.015974596
"As Mike is the one who is going to pay for this vehicle and drive it, he should do his own research into what kind of car and quality of car he is looking for. He should be free to make his own decision based on his own findings rather than feel the need o please his girlfriend or his girlfriend's uncle.",3.173554,3.1109622,3.0157046,2.8531835,2.4204164,1.674228,1.122455,0.82818615,0.6720877,0.55222493,0.4982977,0.334142639
I would explain to my girlfriend that because of my financial situation I cannot buy the car from her uncle,2.1031468,2.0424473,1.9500709,1.7924635,1.4412322,1.104786,1.2797714,1.4646133,1.5286599,1.4895389,1.479267,-0.757050871
"Mike could talk to his gf's uncle and say that if he does not lower in price, he cannot get the SUV from him.  He then could get the SUV from the other dealer inspected to show it is also of quality",2.6059895,2.5247297,2.401063,2.1900706,1.7077867,1.0520753,0.8230007,0.84333193,0.8541151,0.81832737,0.81361264,-0.454148098
"I should talk to others about ride sharing. If this is not available, then I would discuss costs of the vehicle with my girlfriend's uncle. If he is unwilling to come down on costs, then I will have to purchase from the other dealership.",2.4832947,2.4570994,2.4172332,2.349215,2.1348827,1.8796299,1.908547,1.814941,1.7111197,1.5695384,1.4971527,0.135476791
"Mike should weigh the pros and cons of having to sell his car first, as well as decide which dealer has the better vehicle to buy with not having to have as much maintenance work, because the cost of needing it could be expensive.  After figuring those stps out, he should discuss his plans and decisions with his girlfriend to obtain her input and make sure that she would be ok with his decision.",3.0099294,2.9375436,2.8273814,2.6394289,2.171582,1.4230409,0.95024633,0.76025677,0.6635193,0.5771504,0.54325694,0.334142639
"Mike should first evaluate his car and financial situation. It seems that he does not have a reliable vehicle to get him to school or work during the winter. If he decides that the sentimental value of his dream car is not worth risking his life or interrpting his and his girlfriend's life to find a ride, he should sell it or trade it in for a new vehicle. Then, he should discuss with his girlfriend that this is a big decision to make and that he needs to consider all aspects of her uncle's vehicles and te other dealership's. Mike should then take a friend or family member who has a decent understanding  about cars, so that they can help him compare which cars are worth putting his money and life towards.",3.7150476,3.7491326,3.8010044,3.8895066,3.8758395,3.551634,2.9431713,2.105948,1.5895563,1.2240491,1.0186676,0.684259873
