ID,Story,FacScoresQ,FacScoresO,Dataset,ProblemID,set,ID.1,wordcount,qwenDSI-3
737,I think Clara should cut the hours she works. I think it is more important for her to focus on her studies rather than work somewhere that won't benefit her experience in the long run.,0.001367071,-0.697603884,RLPS3,Clara,training,737,36,0.41690459847450256
738,"If Clara can not talk to her boss and ask to work fewer hours, I would suggest to leave the design firm, find a new job which is more flexible with her schedule.  School should always come first.  If she leaves the company on a good note, she might be able to go back when her load at school gets lighter.",0.557457483,-0.035816226,RLPS3,Clara,training,738,61,0.45114731788635254
739,"I would suggest to Clara that she speaks to her employer about cutting down her hours at work. Or she could see if she could study her class work while at work in free time, such as lunch and breaks. I would also say that she could see if she could implement what she is learning in class to what she is doing at work. That would help her keep her job and retain the information for class.",0.557457483,0.902592265,RLPS3,Clara,training,739,78,0.42870351672172546
740,She should quit her job and devot all of her time to her studies. It will pay off for her in the future.,0.001367071,-0.697603884,RLPS3,Clara,training,740,23,0.4378030002117157
741,"work kess, hours or get a loan concentrate in school",0.557457483,-0.173031017,RLPS3,Clara,training,741,10,0.4364743232727051
742,"Clara should ask her employer if it is possible to cut down on the hours at work. If that is not possible, then she could look for a job as a caregiver to an elderly adult (at the elderly adult's house). Most elderly adults need help with activities of daily living (cooking, cleaning, personal hygiene, etc.) and may need assistance with medical care (such as administering shots, keeping track of medicines taken, etc.). This could provide Clara with practical experience because she will be learning about the special needs and medical care of older adults (in addition to developing and improving on interpersonal skills and ""bedside"" manner). Also, most senior citizens who require home health care/caregiving are willing to negotiate hours that will fit with their schedules and the caregiver's schedules (which will allow for Clara to have more time to study). Clara could also apply for financial aid (grants and loans) and scholarships to help pay for school. As far as school is concerned, Clara needs to set up a schedule for when she needs to study. If she is having trouble with her classes, she could arrange for help from her teachers or tutoring from other students. She could also look for study aids (books, cds, etc.) at bookstores or online to help her with improvement on study habits and clarification of the subjects she is studying. If she fails the classes, she could retake them to get better grades.",2.549507276,1.978215548,RLPS3,Clara,training,742,245,0.4713672995567322
743,"I would tell Clara to wake up an hour earlier each day to work on her school work so that her grades do not slip. The courses she is taking should not last long, so she will only have to push through this for a short period of time.",-0.470693177,0.902592265,RLPS3,Clara,training,743,49,0.4264381229877472
744,cut her work hours down,-1.434592311,-1.359391543,RLPS3,Clara,training,744,5,0.3875938951969147
745,Try to find a job that allows her to study when she's at work,-0.470693177,-0.881287356,RLPS3,Clara,training,745,15,0.39115098118782043
746,"Clara, being the radiant and gorgeous red head she is, should quit her job as a ""gopher"" and pick up stripping at a not so local strip club, as she doesn't want classmates/cowrkers/professors to see her.  Since she will not need to work as many hours as a stripper as she did a ""gopher"" to make the same or better pay she can have more time available for studying.  While working as dancer of pleasure she can begin to look for other jobs or internships in the medical field.  The experience of being an exotic dancer will add spice and adventure in her life that will get her out of the mental rut she is in and give her the boost she needs to excel in all aspects of her life.",-1.434592311,1.978215548,RLPS3,Clara,training,746,134,0.4620935618877411
747,"Prioritizing and time management needs to be more effectively addressed. Her current job as a ""gopher"" at an architectural design firm may seem to be of high importance at the moment, given that she needs money to pay for school, gas, food, and bills; but looking at her goals from a longterm perspective is a better way to help reprioritize her schedule. Because Clara is not receiving any practical experiences from her current job, I believe cutting down some of her work hours is an important sacrifice to be made for her future profession in the medical field. If the company does not allow Clara to cut her hours, she should consider looking for a more flexible job, in which she is given the option to work around her school hours and study time. She can also try to use better time management of studying more efficiently if she decides keeping her job at the designer firm is absolutely necessary to get by financially. This can be done by sacrificing other activities that Clara might enjoy engaging in, such as using the weekends to catch up on school materials. She can also collaborate with her classmates and attend some helpful tutoring sessions, which might help her better understand her difficult courses with a different perspective/ approach.",2.549507276,0.856123585,RLPS3,Clara,training,747,216,0.4618057906627655
748,"what she needs to do is just quit job. Even though she gets payed well, what she needs to do is to focus on school. because she is a pre-med students and she has to get into medical school.   she may not have money, but she can do something about it such as getting loan or talk to dad to pay her tuition etc.  this is not that big of the deal.",0.557457483,0.902592265,RLPS3,Clara,training,748,73,0.44801807403564453
749,She should continue with her classes and rearrange her work schedule. She could try to work on the weekends and dedicate the week (Mon-Fri) for her classes.,0.493205956,0.240804607,RLPS3,Clara,training,749,28,0.4157869815826416
750,well if Clara is studying to be admitted to a medical school then she should find a job that works better for her and has something to offer for her future like a medical assistant or lab worker. her job as a gopher consumes too much time and now with her more difficult courses coming up she needs a better job that will cope with her required out-of school hours.,-0.470693177,-0.219499697,RLPS3,Clara,training,750,71,0.4427284300327301
751,Clara should ask for both a leave of absence and a pay advance from her employer.  That way she can catch up on her school work and have enough money to get by.  She can work a few extra hours during the summer to pay back the advance.,0.557457483,1.086275737,RLPS3,Clara,training,751,48,0.44757458567619324
752,Clara just needs to write everything out. Work schedule and class schedule and break down how she wants to study. a lot of times its easier to see it all in front of you rather then making mental notes. And then she needs to stick to the schedule she sets for herself!,-1.434592311,0.856123585,RLPS3,Clara,training,752,52,0.43006202578544617
753,Clara could qiut her job and finish school.,-0.470693177,-1.589543695,RLPS3,Clara,training,753,8,0.4606815278530121
754,She could try to cut back her hours a little bit at work while managing her time more efficiently for studying. By making flashcards for her harder classes she could carry them around with her and when she's driving at a stop light she could read her flashcards which is studying.,0.557457483,1.086275737,RLPS3,Clara,training,754,52,0.44270312786102295
755,Take one less class to lighten credit load.,-0.470693177,-0.23729958,RLPS3,Clara,training,755,8,0.41060999035835266
756,Clara needs to find a job that has better flexible hours. Even though she likes her job it will be better for her in the long run because she will be accommplishing her goals by getting good grades and going through medical school.,-0.470693177,-0.697603884,RLPS3,Clara,training,756,43,0.4536556005477905
757,Clara should try looking for a job in her current field and maybe even drop a few of her work hours in order to pursue what she actually wants to do.,-0.406441651,-0.219499697,RLPS3,Clara,training,757,31,0.4034065306186676
758,Clara needs to look for a job in the medical field that will allow her enough timeto provide her experience in the field that she wishes to go into in the long run. If she can get a job in the medical field it will enable her relate her job experience with her school experience and it will help her out as long as her hours at her job hours arent very long. she can also look up scholarships to help her financially,0.557457483,0.194335926,RLPS3,Clara,training,758,83,0.4326705038547516
759,"Have a friend record chapters of her study material onto tape and listen as she works, on the way to work, and any other down time she is away from a book.",-0.470693177,0.902592265,RLPS3,Clara,training,759,32,0.42313745617866516
760,"Clara could record her leture classes and then convert them to MP3/4 format so she can play them on her Ipod and listen to them whenever she is on her way to work, in the shower, restroom or anywhere! This could help her overlap some of her time. Also she could maybe hire an assistant to help with her work load, or pay a professional actor to serve as her proxy wink wink, nobody would notice the difference.",-0.470693177,1.978215548,RLPS3,Clara,training,760,79,0.4417523443698883
761,"she should just continue what she his doing try to shorten her hours at work to have more time with school, or just take less courses.",0.557457483,-0.697603884,RLPS3,Clara,training,761,26,0.4083923101425171
762,"SHE CAN CUT BACK HER HOURS AT WORK, OR MAYBE TAKE SOME TIME OFF TO CATCH UP ON HER SCHOOL WORK, AND THE =N FOCUS ON HER DECISION ABOUT WORK.",0.493205956,-0.697603884,RLPS3,Clara,training,762,30,0.5032503604888916
763,I would take the material that I was learning from class and put them on flash cards and leave them all over my desk at work. That way I could glance at them when I have the chance. Take them everywhere with me and try to become familiar with it. I would try to incorporate what i'm learning into experiances so that way I can find a quick correlation when trying to remember it.,-0.470693177,1.086275737,RLPS3,Clara,training,763,75,0.41964611411094666
764,"She should talk to her employer and see if she would be allowed to work less hours.  On the other hand, if that is not possible she should start looking for an internship to replace her current job so she can be getting some practical experience and will not cut into her school time.",-0.406441651,0.010652455,RLPS3,Clara,training,764,54,0.43411725759506226
765,Lower her credit load so she doesn't have to many classes and better grades,-0.470693177,-0.403183169,RLPS3,Clara,training,765,15,0.40061792731285095
766,"she should find a job that requieres less time, apply for financial aide, and try to spent more time studying.",0.557457483,0.010652455,RLPS3,Clara,training,766,20,0.4649967551231384
767,Clara needs to cut back on hours or find a new job if medical school is truly her goal.,-0.406441651,-0.881287356,RLPS3,Clara,training,767,19,0.46240055561065674
768,"Clara needs to look at her priorities and go from there.  Unless she is willing to lighten her school load, she will need to look for a new job with the same pay.",0.493205956,-0.219499697,RLPS3,Clara,training,768,33,0.4244194030761719
769,Clara needs to focus more on school so that she can get that degree and do something she loves with it. I would suggest to Clara that she should give up that job and look for a part time job in medicine. By getting a  part time job in medicine she can still make a little extra money but at the same time her main focus at work and at school will be the same.,0.557457483,-0.035816226,RLPS3,Clara,training,769,75,0.4577416479587555
770,She should stay up later at night and study longer and on her breaks at work she should be doing school work,-0.406441651,0.010652455,RLPS3,Clara,training,770,22,0.404406875371933
771,"If she values her schooling more, then she should ask her employeer if it is at all possible to cut down her hours. If not possible, then try to find another job she would enjoy but wouldn't need to work as many hours. If she values her job more, then she should drop the classes she isn't doing well in, and retake them during the summer.",0.557457483,0.424488078,RLPS3,Clara,training,771,68,0.42041832208633423
772,I believe Clara needs to sit down and look at her priorities. Once she has done that she should way the pros and cons and make a decision from that. If her job is not directly related to her career goals so she should take that into consideration and whether that will benefit her in th long run. Option:cut down her work hours.,-0.406441651,-0.035816226,RLPS3,Clara,training,772,64,0.4326779544353485
773,she should either reduce the amount of hours she works or quit her job because her education is what is going to to affect her currently and in her furture.,-0.406441651,-0.219499697,RLPS3,Clara,training,773,30,0.42493849992752075
774,"Clara's sole interest and future rely on her accomplishments in school, not work. She should quit her current job, and look for something that requires much less hours, but maybe still pay's well. If it does not pay well, then she should set up a budget plan to regulate her money spending, if that becomes and issue. She need's higher grades in order to be a competitive applicant.",-0.342190124,0.424488078,RLPS3,Clara,training,774,71,0.45290490984916687
775,She should get a tutor to help with her grades and get good study time in while getting help from the tutor. Maybe if she can become part time at her job. If not look for a different job that doesn't require as much time.,1.521356616,1.086275737,RLPS3,Clara,training,775,46,0.4332541227340698
776,"i think she should get less hours at work but still keep the job, because she does need money to pay for school",-0.470693177,-0.697603884,RLPS3,Clara,training,776,23,0.41801267862319946
777,"My suggestion to Clara would be to quit her job and get a more practical job suitable for he major that is not time consuming, because she doesn't want to drop her class she should work on the weekends that way she can focus her time on her classes during the week.",0.557457483,-0.035816226,RLPS3,Clara,training,777,53,0.4086616337299347
778,"Clara should sign up for financial aid, being a student is the most important issue and when she had completed and becomes a dr, she will be able to pay off her student loans",-0.878501899,0.010652455,RLPS3,Clara,training,778,34,0.4448636472225189
779,"Get a job in a hospital or nursing home environment, like a CNA or Medication aide, where you can make anywhere from 10-13 dollars an hour and each environment is very flexible with scheduling and students workload.  A hospital requires 12 hour shifts so you could schedule 2 12 hour shifts to get good pay and still have the rest of the week's free hours for study and relaxation.  Nursing homes usually require 8 hour shifts but are also very flexible with schedules.  They work around students' schedules allowing, with due notice, special days off for study and allow you to trade schedules with other workers.  You could work every other day 3 times a week or less for good pay and still have plenty of time to study.  This job change would also give her a boost on her med school applications, pending she raises her grades.",0.493205956,0.856123585,RLPS3,Clara,training,779,150,0.4805491268634796
780,First of all in my opinion I think Clara should take it easy at school if she thinks classes are just getting over load she should minimize her credit load.  It is always better to take things easy and take time finishing them than being really stressful and not getting the grades she wants.,-0.470693177,-0.449651849,RLPS3,Clara,training,780,54,0.44868677854537964
781,"Cara could ask her boss to change her work days. For example, assuming that she atttends school Tues. & Thurs., she should work 8hrs on Mon. Wed, and Fri. That way, on Tues. & Thurs. she could focus soley on her school work. While she's at work she should take advantage of any free time she has to study or get some work done.",0.557457483,0.424488078,RLPS3,Clara,training,781,63,0.4760080575942993
782,Clara should focus on school monday thru friday and on the weekends work at her job.,-0.470693177,-0.219499697,RLPS3,Clara,training,782,16,0.43638166785240173
783,Clara needs to sacrifice and stay away from extra curricular activities.  There are plenty of people out there who work more than she does with a full load.  In order for her to do it she needs to maintain a steady schedule and be very strict with her study times.,-0.942753425,0.240804607,RLPS3,Clara,training,783,50,0.44414299726486206
784,"Clara needs to cut back hours at work to focus more on school.  With less than stellar grades, she will end up repeating a lot of classes that will set her back in the long run.",0.557457483,-0.697603884,RLPS3,Clara,training,784,36,0.4573986828327179
785,Usually there are intern jobs for the field Clara is in.  She could look into that.  She could also possibly ask her current job to cut down her hours as she needs more time for her studies.,0.557457483,0.488756642,RLPS3,Clara,training,785,37,0.4388911724090576
786,I suggest Clara to cut her hours at work to have more study time.,0.493205956,-0.881287356,RLPS3,Clara,training,786,14,0.40712854266166687
787,"She needs to either quit her job, decrease the work hours, or find a new job that requires less time out of her school schedule. She should prioritize her school first, if she fails that will set her back longer, and working will essentially be pointless.",1.521356616,-0.219499697,RLPS3,Clara,training,787,46,0.4281039237976074
788,"Clara does not have a problem, priorities need to be set. I would suggest to Clara to obtain some type of student loans and dedicate 100% to her schooling. I consider this as an investment, a sacrifice not, but a reward latter on in her career. The other reason I suggested this is because she had 2 ""C"", she is not getting a practical experience. The pay is good and she enjoys the variety of duties, this alone is not going to give her the GPA needed to be accepted in medical school.",-0.470693177,0.194335926,RLPS3,Clara,training,788,93,0.44327813386917114
789,"Clara should ask her employer to have a lighter work load for the quarter, because it is a little bit more difficult. Clara should also be looking for a job that is in her field.",0.085397235,-0.219499697,RLPS3,Clara,training,789,35,0.41761043667793274
790,"I think that Clara needs to quit her job because it cuts into her school and study time.  By quiting her job this will enable her to have more available time for for her studies, which include her difficult courses.",0.493205956,-0.697603884,RLPS3,Clara,training,790,40,0.4190085232257843
791,"Clara should remember that School is her priority, and that her job is secondary to her future goals.  In spite of Clara's enjoyment of her job, she must cut back on her hours, so that she can successful in her educational goals.",-0.470693177,-0.697603884,RLPS3,Clara,training,791,43,0.4214693605899811
792,"Work less hours, education will get her farther in her medical career than her present job.",-0.470693177,-1.359391543,RLPS3,Clara,training,792,16,0.3852997422218323
793,Clara should talk to her current boss at her job and ask if there is anyway to reduce hours per week to work. Or she could ask if she could get an extended break at work to allow her more time to study for her school work.,0.493205956,0.470956759,RLPS3,Clara,training,793,47,0.4387076795101166
794,I would say that Clara rearrange her schedule so that maybe she has a couple of days off in a role so that she can dedicate that time to studying.,-0.470693177,0.240804607,RLPS3,Clara,training,794,30,0.3951758146286011
795,she can go back and think about what she was doing prior to adding these more difficult classes...put herself on a strict schedule. she can cut her hours at work.,-0.470693177,-0.513920413,RLPS3,Clara,training,795,31,0.435452401638031
796,"She sohould talk toher employeer and see if he can reduce her work load. If her bose refusses she can do several things, Clara can look for a different job that is realted to her filed of study and that offers pay close to or better than her current job. If she cannot do either, she is going to have to reduce her hours in school. So that she can have less class work to work on thus having more time to do a better job and raise her grade. Something is going to have to change because her grades now will not allow her to continue her education.",1.585608143,-0.035816226,RLPS3,Clara,training,796,109,0.4531802833080292
797,"Clara needs to find a new job that is the medical field, and she needs to work less hours. she needs to consolidate her expenses and save as much money as she can.",0.557457483,0.240804607,RLPS3,Clara,training,797,33,0.44258660078048706
798,Clara should cut down her hours at her work to create more study time.  Or she should find a job in her field so she gets experience so after she graduates it will be easier for her to find a job because she will already have experience.,0.557457483,-0.219499697,RLPS3,Clara,training,798,47,0.4043242931365967
799,"If she is able to afford it then she should quit her job and double up on school and try to get that out of the way first, then she can focus on her grades. Working during medical school is going to be twice as hard so she might as well quit now.",-0.406441651,-0.219499697,RLPS3,Clara,training,799,53,0.41821932792663574
800,"Clara should consider using the time at work when she is moving from point A to point B as a gopher to study for her classes.  Perhaps if she were taking Organic Chemistry she could study chemical reactions and use her travels as a mnemonic to remember the specifics of the change and direction of energy in the reaction.  Additionally if she were taking physics she could use the same strategy to memorize physics equations.  This way she could continue working, and devote some of the downtime to studying for her classes.",-0.470693177,1.978215548,RLPS3,Clara,training,800,92,0.43154722452163696
801,"Clara can do what I just did, give her notice, but find another job first, or what she can do is ask them to work less hours, I think things work out a lot better if you just talk to people about your problems.",-0.406441651,-0.035816226,RLPS3,Clara,training,801,44,0.4327184855937958
802,I would let my employer know that I am in school and cannot work as many hours as I used to. I would lessen my availability with them. Most employers understand that school is a huge priority.,-0.470693177,-0.035816226,RLPS3,Clara,training,802,37,0.44233155250549316
803,I believe Clara should stop working a lot of hours and focus in school more.,-0.470693177,-1.359391543,RLPS3,Clara,training,803,15,0.4195563793182373
804,"Clara could try to save some money and  try to take some time off so she can dedicate time to her studies. She could also try to find a job that is related to her major, so that at least her job is relevant to what she is studying.",0.557457483,0.240804607,RLPS3,Clara,training,804,49,0.4131966531276703
805,"She should try to either find another job that is more relevant to what she wants to do later in the future and work only a few hours, or she should just cut back on the hours at her current job.",-0.406441651,-0.219499697,RLPS3,Clara,training,805,41,0.39479324221611023
806,Clara needs to ask her boss for a reduction in her hours.  If the boss cant bend on this then she should think about finding a job in a related field smiler to that of her medical school plans.,0.085397235,-0.697603884,RLPS3,Clara,training,806,39,0.4304128587245941
807,MY BEST BET FOR CLARA WOULD BE TO HAVE HER RETHINK IF THIS IS WHAT SHE REALLY WANT TO DO IN LIFE. I MEAN STRESS CAN BE SO BAD ENOUGH TO EFFECT HER HEALTH AND HER STUDIES. I WOULD HAVE HER RETHINK HER MAJOR OPTION.,-1.434592311,-0.420983052,RLPS3,Clara,training,807,45,0.5099003911018372
808,she should lower her class load if she still needs to work otherwise she might get poor grades. even though she needs the classes to graduate it wont matter to a medical school if she has poor grades. Take longer to finish school and still work,-0.470693177,-0.219499697,RLPS3,Clara,training,808,46,0.39912307262420654
809,If I was Clara I would talk to people that know alot about my major and see if I could get a position that is related to my field of interest. For example some sort of an assistant. This way I would be learning alot of important material about the field that i am interested in and still getting paid.,0.493205956,0.56170287,RLPS3,Clara,training,809,60,0.41614165902137756
810,Clara should put school first and if she needs to work less hours at work or quit then she should do so.,0.493205956,-0.697603884,RLPS3,Clara,training,810,22,0.39964762330055237
811,If I were Clara would talk to my supervisor at work and explain the situation to him/her and see if there is any way to cut back on my hours. If this is not possible I would try to find a new job that demands less hours.,-0.406441651,-0.697603884,RLPS3,Clara,training,811,48,0.4303748607635498
812,"The most important thing at the moment is for Clara to pass her classes with A's or B's her focus should be at school because that is what is going to get into medical school, not her current job. Her job is not even revelant to what she wants to aspire. She needs to cut back her hours at her job, although it is a good pay Clara needs to have time to study in order to get good grades. If her job does not want to work around her schedule she should find another job that would.",-0.406441651,-0.219499697,RLPS3,Clara,training,812,100,0.44119200110435486
813,Clara needs to think of a way to tie her work into studying. THinking of the muscles she is using to dig as a Gopher or watching her co-workers joints and muscles move and try to identify them. She should aslo think about recording her professors so that she can listen to them at or on the way to work.,-0.470693177,1.610848605,RLPS3,Clara,training,813,61,0.444898396730423
814,Clara should find a new job that can be beneficial for her present career goals. Or if she can't find a job find someone she can study with in a study group or find friends who are willing to help her.,0.557457483,0.240804607,RLPS3,Clara,training,814,42,0.4305502772331238
815,CLARA NEEDS TO PUT SCHOOL FIRST BECAUSE SHE NEEDS GOOD GRADES FOR A FUTURE CARRER AND TO GRADUATE. SHE SHOULD ASK FOR SOME TIME OFF OF WORK OR MAYBE THEY WILL LET HER WORK MORE HOURS. IT'S ALL ABOUT TIME MANAGEMENT!,-0.470693177,-0.697603884,RLPS3,Clara,training,815,42,0.5437291860580444
816,"Well saying that Clara works at least 5 hours a day, that leaves time for her to study or at least work on school work. I would say that it would be in her best interest to maybe develop flash cards or something that allows her to be thinking of school while she is doing her job. This would allow for her to still be able to work on school and be a study tool for those classes.",1.45710509,0.424488078,RLPS3,Clara,training,816,78,0.4297739863395691
817,Something creative that she could do would be to ask her company that she is working for if she could move to more of a research position while she is in these tough classes. That way she could do research on architectural styles and methods for work on her free time so she would have more time to study.,-0.470693177,1.150544301,RLPS3,Clara,training,817,59,0.41798120737075806
818,he need to balance her tasks. Splitting the hors she works and putting them into school,-1.434592311,-1.405860223,RLPS3,Clara,training,818,16,0.4038495123386383
819,"Even though clara likes her job, getting in to medical school is more important. She should quit her job and find a similar job that doesnt require her to work so many hours. This will allow her to still have a job while she goes through her tough classes.",0.557457483,-0.035816226,RLPS3,Clara,training,819,49,0.44306832551956177
820,i think clara shpould butch up because only working twenty five hours is nothing. but if i were claara i would ask my boss to give me some work relief to study more,0.493205956,-0.219499697,RLPS3,Clara,training,820,33,0.5041821002960205
821,To resign from her job and focus on having enough study time to obtain good grades so she can be accepted into medical school. To me it makes sense to focus on the career and let regular job go.,0.493205956,-0.697603884,RLPS3,Clara,training,821,39,0.4481981098651886
822,"Even though Clara is working 25 hours a week so needs to set up a schedule and allow time for herself to study. She can use the time in the weekends to study. If she sets up a schedule, she needs to stick to it and the schedule has to have for her classes, studying, and working.",-0.470693177,0.010652455,RLPS3,Clara,training,822,57,0.41875964403152466
823,Clara should try to find a job that is in the medical field. Not only will she gain experience but she will also have a better chance of having a more lenient schedule. Thee is a better chance that the medical field would be more understanding of the needed time off.,-0.470693177,-0.697603884,RLPS3,Clara,training,823,51,0.42443788051605225
824,while she is on her break she can be studying.  she can also read while in the bathroom. when she eats breakfast lunch and dinner she can have her book besides her and read read read.,-0.470693177,1.316427889,RLPS3,Clara,training,824,36,0.40280967950820923
825,She should prpbably quit her job or work part time so she can do good in her school work.,-0.470693177,-1.175708071,RLPS3,Clara,training,825,19,0.47094953060150146
826,"I would tell her to cut down on hours at work, and focus more on school. School at this point is more important. She can use the hours she dropped at work to study or get homework done. She also has the option of looking for another job, maybe one that is less stressful, and would allow her to focus more on school. If money is a problem, she also has the option of dropping a class/taking less units in order to continue working. With less classes, she has more time to study, resulting in better grades then C's.",1.585608143,-0.035816226,RLPS3,Clara,training,826,101,0.4333219826221466
827,"I would suggest clara to get loans, her best option would be to go to the financial aid office and talk with an advisor there.  Loans would alleviate the economy stress, and give her more time to allocate for her school work.  Grades are essential to be a competitive participant, thus the better grades, the better her chances.",0.493205956,0.672440113,RLPS3,Clara,training,827,58,0.46327662467956543
828,find a way to work less because school is most important,-0.942753425,-1.175708071,RLPS3,Clara,training,828,11,0.4522075057029724
829,"Write information to study from her courses on index cards. Take these index cards everywhere, reading them (even if only able to read once) on breaks, before going to sleep, whenever she has a spare minute.",-0.470693177,1.086275737,RLPS3,Clara,training,829,36,0.4249023199081421
830,maybe she should finish school first and then return to work if she likes it better than going into the medical field .,-0.470693177,0.010652455,RLPS3,Clara,training,830,22,0.37540504336357117
831,She needs to study a lot more,-1.434592311,-1.111439508,RLPS3,Clara,training,831,7,0.3265668451786041
832,"She should tell her boss about her problem and see what her options are. If that doesn't work, she should find a job that is within her field of study.  The job should be more flexible, pay almost as well as her last job, and should give her experience for the future.",0.557457483,-0.513920413,RLPS3,Clara,training,832,53,0.4263817071914673
833,cut back in hours at work,-1.434592311,-1.359391543,RLPS3,Clara,training,833,6,0.3681926429271698
834,"Since Clara is making good money, she should cut back on her hours at her current job, or maybe find work somewhere that is more focused on her major, like working in a hospital. She can still make good money and can also get hands-on experience that will look good on her resume. Also, the hospital may be more sympathetic to her needs for time to study for pre-med and medical school.",0.557457483,-0.513920413,RLPS3,Clara,training,834,74,0.48125067353248596
835,"If i were clara i would save my money so I had the option not to work as much when I needed to devote more time to studying.  Also, if i were in her position I would feel as though I was spinning my wheels by being employed in a position that is giving me no job experience in the future.  I would be working in the medical field somewhere.  I believe that a poor budget and lack of motivation led to her current situation.  She needs to realize that nothing great is ever obtained with out sacrifice",-0.406441651,0.194335926,RLPS3,Clara,training,835,98,0.4419577419757843
836,"Clara has to obviously quit her job, or reduce at least her hours by a few. She enjoys work but like she realized she is not getting not a lot of practical experience, when that she really need to focus its on her grades to be admitted to medical school. My suggestion its to quit her job, or find something else where shes has not much of demanding and can do some studying at work.",0.557457483,-0.513920413,RLPS3,Clara,training,836,75,0.44227927923202515
837,"If Clara cannot afford to quit her current position and has been working for the firm for a while, then she should explain her situation to them and ask if it would be possible to lower her amount of work hours required. if they cannot do so then she should ask to take a leave until the end of the quarter so that she can focus on school to bring her grades up and have time to consider and decide if resigning from her position with the firm would be best for her at this time. also, she might consider a job that requires less work hours so that she may have more time to focus on her studies.",1.585608143,0.147867246,RLPS3,Clara,training,837,119,0.4228287637233734
838,"Clara should quite her job or she can study during her breaks or free time, she can also study during bathroom breaks. She can also can make her job creative on her studying.",0.557457483,0.60817155,RLPS3,Clara,training,838,33,0.395969420671463
839,Clara should work around her work schedule so that she is able to study and work or cut her hours down some and only work on weekends. Maybe she can make a Tuesday and Thursday schedule for school and when she is done she'll have time to study and the times she does not go to work she can study on the other days.,0.493205956,0.194335926,RLPS3,Clara,training,839,65,0.41594335436820984
840,She should ask her work if they can reduce her hours because it is affecting her school performance.,-0.470693177,-1.175708071,RLPS3,Clara,training,840,18,0.3686276972293854
841,"Although her current job may pay well she needs to stay focused on school. She should find another job that at least is some what related to her field of work. Try finding a part time job that has hours she can handle at maybe a hospital or a residential nursing home. This will allow her to gain more experience that she can apply to her studies.  She might not get the pay she needs now, but you have to make sacrifices in some areas. In the long run her hard work will pay off.",-0.470693177,-0.035816226,RLPS3,Clara,training,841,95,0.4452247619628906
842,"Clara can work less hours and use that time to study more. After all her school is more important than work. Also if Clara really does not need the job she can quit, finish her school and get ready for her upcoming year.",0.557457483,-0.513920413,RLPS3,Clara,training,842,43,0.4574263095855713
843,take fewer classes and continue to work,-0.470693177,-1.359391543,RLPS3,Clara,training,843,7,0.3659462034702301
844,would be to work it out by cutting hours in work.,-1.434592311,-1.359391543,RLPS3,Clara,training,844,11,0.4331231713294983
845,clara can ask for less hours at work ro find a job that has to do with pre-med. this will help her economically and in school. school is always the most important because it is your future.,-0.406441651,-0.697603884,RLPS3,Clara,training,845,38,0.4811652898788452
846,Talk to her boss and explain what she plans on doing and then cutting down on her workload.,-0.470693177,-1.175708071,RLPS3,Clara,training,846,18,0.3870396018028259
847,"School= Tuesday, Wednesday, and Thursday (5 hours each day) 10-2pm    Work= Sunday, Monday, Friday, Saturday (5 hours each day) 8-1pm    Study= Monday-Friday (3 hours each day) 5-8pm    Sat-Sun= rest day",-1.434592311,1.132744417,RLPS3,Clara,training,847,35,0.493439257144928
848,She should just quit her job because school is more important. she might want to find a job that is less time consuming.,-0.406441651,-1.175708071,RLPS3,Clara,training,848,23,0.4255734384059906
849,"I think that the best thing for Clara to do is find a job that will give her practical experience in the medical field, that way not only will she make money to support herself, but she will also have the opportunity to make connections with her supervisors to better obtain a job when she is finished with school and most likely working in a medical office she will be more able to put her classroom knowledge to use and have her more knowledgeable co-workers help her in her studies.",-0.470693177,-0.035816226,RLPS3,Clara,training,849,91,0.40082281827926636
850,I think Clara should focus on school and cut her hours at her job.,-0.406441651,-1.175708071,RLPS3,Clara,training,850,14,0.43145638704299927
851,I personally think that Clara should quit her part-time job and get student loans because it's not like she won't be able to pay them off in the future anyways with being a pre-med student.  She needs to focus on school because that it what's most important in her life at the present moment.,0.085397235,0.194335926,RLPS3,Clara,training,851,59,0.43435704708099365
852,"i was always raised and told by my mother to always have at the least one full day during the week to have off from the world (especially when you are in college and working at the same time) school is very time consuming, i know. i would drop down to 20 hours of work per week and maybe pick up a temporary job when needed, to make up for that lost day. this will add more felxibility for school and studying.",0.085397235,0.60817155,RLPS3,Clara,training,852,82,0.4918394088745117
853,"She could record the lectures and study notes and listen to them while she drives.  She could also listen to them as she does other things that don't require her undivided attention, such as whle bathing, eating, or as she waits to fall asleep.  If she is a gopher for her employer, then she might have some time at work to study too.",-0.470693177,0.838323702,RLPS3,Clara,training,853,64,0.4391721785068512
854,i think she needs to focus more on school and probably get a part time job  in order for her to get good grades and be able to apply to med school. at the end school would pay off,-0.470693177,-0.927756036,RLPS3,Clara,training,854,39,0.43816444277763367
855,Cut back on her hours.,-1.434592311,-1.589543695,RLPS3,Clara,training,855,5,0.35198795795440674
856,Clara should work 5 hours a day and take night classes. Her work day should start at 8 a.m. finishing at 1 p.m. will allow her 5 hours of study time before her classes.,-0.406441651,0.838323702,RLPS3,Clara,training,856,36,0.4437057375907898
857,I would get a new job! Or make more time to study..if she has been able to work her job ans keep up in courses until now then she might be able to just make more time to study but if that doesn't work she needs to get a job that allows her to study.,0.557457483,-0.219499697,RLPS3,Clara,training,857,57,0.4116581380367279
