ID,Story,FacScoresQ,FacScoresO,Dataset,ProblemID,set,ID.1,wordcount,peer-DSI,prompt-DSI
1567,"MIke should explain to his girlfriend that he cannot afford the price of her uncles car. However, he is very interested in purchasing one from him. Mike should see if his girlfriend can talk her unlce into price-matching the vehice so that he can get a reiable car at a pricepoint he can afford.",0.642876662,-0.406933637,RLPS6,Mike,heldout,1590,55,0.8192778825759888,0.8128893375396729
1568,"Mike could talk to his girlfriend about the situation, and he could talk to other friends if they can give him rides if his girlfriend doesnt want to give him rides anymore. If a dealer has cheaper car then he should buy it cheaper as long as someone who nows about cars problems can check if evething is okay with the car such as a friend.",1.001011122,0.684259873,RLPS6,Mike,heldout,1505,66,0.8171123266220093,0.8131018877029419
1569,Walk to school or take a bus,-1.094268462,-0.015974596,RLPS6,Mike,heldout,1553,7,0.819524884223938,0.8158566355705261
1570,"Decrease social activities to allow for a second job. This will supply the money needed to compensate the girlfriend for the gas she is using on your transportation. Later on, there will be enough money saved up that you can then sell your current car, tak down the price of the SUV for the Uncle AND the other dealer, and afford the car.",1.690516455,0.923767527,RLPS6,Mike,heldout,1612,63,0.8212600946426392,0.820172905921936
1571,"Buy the cheaper car, but ask his girlfriend's uncle to take a look at it before purchasing it, explain his financial situation to her uncle.",0.143874724,-0.318877369,RLPS6,Mike,heldout,1508,26,0.8177154660224915,0.8101107478141785
1572,Mike can keep his dream car and still get to school by parking his car at the bottom of the hill when it's snowy or going to snow.,-0.237132064,-0.015974596,RLPS6,Mike,heldout,1494,29,0.8190773725509644,0.8113354444503784
1573,Mike should sell his old car and get a new SUV from his girlfriend's uncle to assure the quality of the vehicle.,-0.04662867,-0.757050871,RLPS6,Mike,heldout,1568,23,0.8098485469818115,0.8034988641738892
1574,Buy the SUV from girl friend's uncle.,-0.926637397,-1.107168106,RLPS6,Mike,heldout,1529,8,0.8338012099266052,0.8334245085716248
1575,I would suck it up and sell my car and get a new SUV while taking more online classes and working more so I could afford it.,-0.04662867,0.27074752,RLPS6,Mike,heldout,1535,27,0.8112667202949524,0.8073399066925049
1576,"I would go buy the cheapest suv with my gf uncle. I would use the suv during the winter and not have to bother anyone for a ride anymore, however if i want to keep my sports car i will have to get a parttime job to help with the payments and gas. Being a uv it will take and waste more gas then my car.",0.642876662,0.031239866,RLPS6,Mike,heldout,1463,66,0.8160807490348816,0.8141435980796814
1577,"I would let him keep the car and assist him buying a new vehicle , I understand how hard it would be to sell something that has a lot sentimental value.  But its also important for his to become more independent. Keeping the car in the summer, but  the on that i will help him buy i would mostly use except when it gets really bad in the neighborhood with the snow.",0.452373268,-0.25548225,RLPS6,Mike,heldout,1621,71,0.8168507814407349,0.8126961588859558
1578,Mike could ask his girlfriend's uncle to buy the SUV from the the other dealership and sell it to him at that price or even lower as well as assure the quality of the vehicle.,0.143874724,0.573650293,RLPS6,Mike,heldout,1525,36,0.8223099708557129,0.8218463659286499
1579,"Make a decision with the significant other about how much of an inconvenience driving you around really is, determine if they understand how much the sports car means to you and your financial state, consider how much that significant other means to you ad your future/happiness, and determine whether the uncle will match the other dealer's price; then, if you must get a new car, choose the dealer that makes the most sense as a result of those prior determinations.",1.500013061,0.3813571,RLPS6,Mike,heldout,1617,82,0.8348824381828308,0.8341460824012756
1580,"Sell some old items in the house, haggle the Uncle to a cheaper price, and buy the SUV. If that fails, walk.",0.143874724,0.573650293,RLPS6,Mike,heldout,1487,22,0.8257513642311096,0.8235552310943604
1581,I would tell mike to buy the car from the dealership since it is cheaper since money is already an issue.,-0.736134003,-0.757050871,RLPS6,Mike,heldout,1618,21,0.8123762607574463,0.8115060329437256
1582,"Mike should tell his girlfriend's uncle that he found the same car cheaper in another dealer, and ask him if he could match the price.",-0.04662867,-0.757050871,RLPS6,Mike,heldout,1449,26,0.8138478994369507,0.8101097345352173
1583,Mike should get the SUV from his girlfriends uncle because he is then more likely to help Mike out financially.,-0.736134003,-0.757050871,RLPS6,Mike,heldout,1601,20,0.8188823461532593,0.8127236366271973
1584,Mike should keep his dream car and his girlfriend should stop being lame and drive her boyfriend around.,-0.545630609,0.119296133,RLPS6,Mike,heldout,1622,18,0.8164616227149963,0.8116087913513184
1585,"Mike should keep his dream car in my opinion. He may never come across it again. As far as where he should get it, I think he would be better off getting it from his girlfriend's uncle depending on how much cheaper it is. It pays off more in the long run o have something reliable as opposed to being unsure and the car breaking down.",0.810507728,0.182691252,RLPS6,Mike,heldout,1522,67,0.8240046501159668,0.821150541305542
1586,Mike should buy a used SUV that he can afford to pay cash for. The quality doesn't need to be amazing as he only needs it for the snow,-0.237132064,-0.302696712,RLPS6,Mike,heldout,1486,30,0.8127710819244385,0.8088807463645935
1587,Mike should just go with the suv and wait to get money with his degree to get his dream car.,-0.545630609,-0.318877369,RLPS6,Mike,heldout,1552,20,0.8098084330558777,0.8085243701934814
1588,Buy the SUV from the girlfriend's uncle because he provides assured quality so he won't have to worry about future problems with the car.,-0.736134003,-0.757050871,RLPS6,Mike,heldout,1465,26,0.821774423122406,0.8157339096069336
1589,Mike trades in his car and gets a reliable vehicle for winter months.,-0.926637397,-0.605599485,RLPS6,Mike,heldout,1582,13,0.8114378452301025,0.7949687838554382
1590,Mike needs to check to see how much taking a taxi or urber would cost him in a months time because this may be cheaper than buying a SUV from just the winter months.,-0.237132064,0.772316141,RLPS6,Mike,heldout,1571,34,0.8182179927825928,0.8166274428367615
1591,"I would try to sell, or perhaps trade in the sports car to the local dealer in order to get a better deal. I appreciate what my girlfriends uncle is trying to do for me, but the dealer is a better fit with my current financial situation.",-0.04662867,0.334142639,RLPS6,Mike,heldout,1509,47,0.8137068152427673,0.811974287033081
1592,Trully if I was Mike I would sell my dream car which is useless to me most of the time. I would then buy the cheaper version since I am a college student and with not enough income I cant afford the luxury of buying the same car for a higher price. I woul explain that to the uncle of my girlfriend and hopefuly he can see my point of view.,0.833380056,0.532808487,RLPS6,Mike,heldout,1454,71,0.8208051919937134,0.8177559971809387
1593,Mike can compare the SUVs from both salesmen to decide which SUV to buy to help him get to school while being the most economically smart.,-0.237132064,-0.454148098,RLPS6,Mike,heldout,1515,26,0.8241544961929321,0.8184244632720947
1594,Mikes should buy the SUV from his girlfriend's uncle because it's guaranteed to be good quality.,-0.736134003,-0.757050871,RLPS6,Mike,heldout,1602,18,0.8217391967773438,0.8193103671073914
1595,"Mike should go for the cheaper price of the SUV because as a college student, there is not enough more to spend.",-0.736134003,-0.757050871,RLPS6,Mike,heldout,1581,22,0.8133366107940674,0.8103222846984863
1596,Take the bus or a shuttle to class,-0.736134003,-0.167425983,RLPS6,Mike,heldout,1563,8,0.822685182094574,0.8233600854873657
1597,"First Mike should see if there is another location nearby that he could park or see if there are any apartments available for the same price that is not on a steep hill. If not, Mike could go talk to his girlfriend's uncle and try to negotiate and match te price that the local car dealer is offering. IF that doesn't work, then he should either walk to a bus stop or buy a vehicle he can afford from the local car dealer.",1.690516455,1.122433375,RLPS6,Mike,heldout,1446,85,0.8193942308425903,0.816093385219574
1598,"If he plans on going ahead and getting the more reliable car, he should see if he can have the uncle somehow match the price to that of the local car dealer.",-0.04662867,-0.015974596,RLPS6,Mike,heldout,1477,32,0.8158279061317444,0.8143086433410645
1599,"Instead of buying a new car/SUV, put better traction tires on the sports car.",-0.736134003,0.725101679,RLPS6,Mike,heldout,1481,15,0.8282800912857056,0.8206263184547424
1600,Mike should just go for the cheaper car. If he can get the same SUV for cheaper then he should go for it. He needs to think about his money situation and not care so much about when his girlfriends uncle with think.,0.642876662,-0.757050871,RLPS6,Mike,heldout,1533,43,0.8130391836166382,0.8110193610191345
1601,Mike should check out all available vehicles to determine which place he will go to buy an SUV.,-0.595266524,-0.318877369,RLPS6,Mike,heldout,1460,18,0.819858968257904,0.8201000690460205
1602,"Mike can sell his car and come up with a budget on how much of a car he can afford. If he can afford it, he should get the car from his girlfriend's uncle because cheaper cars aren't always better quality-although if he cannot afford it then he should eiter save his money and his girlfriend can keep driving him until he has enough, or just buy the cheaper car because that is what he can afford.",1.309509667,0.923767527,RLPS6,Mike,heldout,1488,80,0.8125295639038086,0.8036139011383057
1603,Talk to his girlfriend's uncle and see if there could be some kind of deal he could make with him so that he won't be tight on money.,-0.237132064,-0.302696712,RLPS6,Mike,heldout,1527,30,0.816558301448822,0.8153737187385559
1604,"Mike should talk to his girlfriend's uncle about lowering the price, if not he should look elsewhere and have it checked out before he buys it.",-0.04662867,-0.454148098,RLPS6,Mike,heldout,1479,27,0.8229587078094482,0.8233610391616821
1605,"I would definitely look carefully at his income and see what he is earning will allow him to buy from my uncle, and if he doesn't have enough money I would support him on his decision whether or not it means buying from my uncle. If he decided to I'd coul certainly assist him financially if needed. I would not force him either into selling his original car since it has sentimental value.",1.191514516,0.334142639,RLPS6,Mike,heldout,1555,75,0.81625896692276,0.8132522702217102
1606,"Mike could tell his girlfriend that while he appreciates her help with wanting to find him a new SUV, he does not have the money right now and actually enjoys his care.  He would be okay with finding alternative forms of transportation so his girlfriend desn't become bothered.",0.502009184,-0.318877369,RLPS6,Mike,heldout,1538,49,0.8157756328582764,0.8087171316146851
1607,Explore all options and make a pros and cons list. Weigh your options and go from there.,-1.284771856,-0.318877369,RLPS6,Mike,heldout,1470,17,0.8361883163452148,0.8415635824203491
1608,"If Mike is determined to keep his car, he needs to find another apartment that is not on a hill.",-0.545630609,-0.015974596,RLPS6,Mike,heldout,1608,20,0.8074273467063904,0.7954380512237549
1609,"FIrst, I would see if getting winter tires would help the sports car get up the hill. By doing this, some research will be done. If getting winter tires is not the best route, Mike will need to check the quality of all of the SUVs. The girlfriend's uncle ay have the best quality, but he won't know unless he finds out. If it turns out the vehicles are similar in quanity, Mike will need to talk to his girlfriend's uncle and tell him he has found the same vehicles for a lower price. The uncle should be undertanding since he is a student with small income. It is in the better interest for Mike to get a good quality, cheap vehicle that has good traction to get up the hill.",2.905787313,1.273884762,RLPS6,Mike,heldout,1524,134,0.8207243084907532,0.8157498240470886
1610,Mike could walk to the bus stop.,-1.094268462,-0.015974596,RLPS6,Mike,heldout,1597,7,0.8209075927734375,0.8222926259040833
1611,"Mike should purchase the SUV from his girlfriend's uncle because that will ensure the quality of the vehicle so he most likely won't run into a money pit situation. Also, by taking this course of action, Mike's girlfriend and her uncle are pleased and he as an SUV; which solves his problem driving in the snow.",1.001011122,-0.25548225,RLPS6,Mike,heldout,1483,59,0.825412929058075,0.8183947801589966
1612,"Mike should buy an SUV from the dealer, because you never mix family and business, and work to slowly pay off the car.",-0.04662867,-0.015974596,RLPS6,Mike,heldout,1565,23,0.8250738978385925,0.8243923187255859
1613,"Since he has had this car for six years, and is a student with a low income, to keep both my girlfriend and I happy, I will sell my car and buy a more reasonable and appropriate vehicle that would work for all the season changes.",0.31150579,-0.605599485,RLPS6,Mike,heldout,1471,46,0.8168553709983826,0.8073847889900208
1614,I would go and talk to the Uncle and have him look at the other dealer's cars without me to inspect the quality of them. And if they are of lower quality I would buy from the Uncle because he will back my purchase from him. However if they are better carsfor cheaper money than I would explain to the uncle that I'm a broke college kid and this is only a winter car and the price point is more important that the family loyalty. If he truly cars about me as a person (and if my girlfriend really loves me) theywill understand my dilemma and my decision.,1.85814752,1.122433375,RLPS6,Mike,heldout,1595,110,0.8207623958587646,0.8201326131820679
1615,Get a loan,-1.284771856,0.923767527,RLPS6,Mike,heldout,1542,3,0.817444920539856,0.8154025673866272
1616,Buy the SUV from his girlfriend's uncle and ask him for some type of payment arrangement,-0.237132064,-0.015974596,RLPS6,Mike,heldout,1561,17,0.8140420913696289,0.8090409636497498
1617,"As Mike is the one who is going to pay for this vehicle and drive it, he should do his own research into what kind of car and quality of car he is looking for. He should be free to make his own decision based on his own findings rather than feel the need o please his girlfriend or his girlfriend's uncle.",0.452373268,0.334142639,RLPS6,Mike,heldout,1564,63,0.8171709179878235,0.813266396522522
1618,I would explain to my girlfriend that because of my financial situation I cannot buy the car from her uncle,-0.736134003,-0.757050871,RLPS6,Mike,heldout,1469,20,0.809271514415741,0.8042294979095459
1619,"Mike could talk to his gf's uncle and say that if he does not lower in price, he cannot get the SUV from him.  He then could get the SUV from the other dealer inspected to show it is also of quality",0.143874724,-0.454148098,RLPS6,Mike,heldout,1586,43,0.8192978501319885,0.8146485686302185
1620,"I should talk to others about ride sharing. If this is not available, then I would discuss costs of the vehicle with my girlfriend's uncle. If he is unwilling to come down on costs, then I will have to purchase from the other dealership.",0.31150579,0.135476791,RLPS6,Mike,heldout,1599,45,0.8186908960342407,0.8203204274177551
1621,"Mike should weigh the pros and cons of having to sell his car first, as well as decide which dealer has the better vehicle to buy with not having to have as much maintenance work, because the cost of needing it could be expensive.  After figuring those stps out, he should discuss his plans and decisions with his girlfriend to obtain her input and make sure that she would be ok with his decision.",1.001011122,0.334142639,RLPS6,Mike,heldout,1558,74,0.8212449550628662,0.8195103406906128
1622,"Mike should first evaluate his car and financial situation. It seems that he does not have a reliable vehicle to get him to school or work during the winter. If he decides that the sentimental value of his dream car is not worth risking his life or interrpting his and his girlfriend's life to find a ride, he should sell it or trade it in for a new vehicle. Then, he should discuss with his girlfriend that this is a big decision to make and that he needs to consider all aspects of her uncle's vehicles and te other dealership's. Mike should then take a friend or family member who has a decent understanding  about cars, so that they can help him compare which cars are worth putting his money and life towards.",2.905787313,0.684259873,RLPS6,Mike,heldout,1473,136,0.8165286183357239,0.8090895414352417
