ID,Story,FacScoresQ,FacScoresO,Dataset,ProblemID,set,ID.1,wordcount,peerDSI,promptDSI,DSI,QwenDSI,bgeDSI,wordQwenDSI,wordbgeDSI,promptCosDis,peerCosDis
321,"Becky should tell her boss about Jim, bt since she is on such good terms with him she should suggest that he not fire Jim, but instead make him pay for the pizzas he stole.",-0.123122956,-0.078621733,RLPS1,Becky,training,97,35,0.816506922245026,0.817802667617798,0.797583639621735,0.0,0.0,0.276331543922424,0.393646538257599,0.7872338891029358,0.24687287211418152
322,"Becky could tell her supervisor about Jim, but ask her supervisor to not tell Jim that she had told on him to maintain their friendship.",-0.123122956,-0.743086137,RLPS1,Becky,training,275,25,0.80852621793747,0.812054395675659,0.770723104476929,0.0,0.0,0.281464219093323,0.387632369995117,0.6058071851730347,0.30701127648353577
323,"Becky could talk to Jim and explain the situation to him, and warn him if he does not change his ways she will have him fired and find a new room mate.",-0.123122956,0.313362334,RLPS1,Becky,training,70,32,0.806323170661926,0.812039256095886,0.774694502353668,0.0,0.0,0.254377961158752,0.365629583597183,0.6959640979766846,0.25468865036964417
324,"Solution: Go to Jim and confront him on this issue, and tell him that if he doesnt not stop his behavior then you will tell mark.",-0.353709927,-0.631068776,RLPS1,Becky,training,129,26,0.808195173740387,0.816753506660461,0.767220497131348,0.0,0.0,0.270024240016937,0.362402498722076,0.6440589427947998,0.34060296416282654
325,"Becky should tell Mark about what Jim has been doing and tell her that she does not want to work with Jim anymore. She should reccommend that Mark works when Jim does so that Mark can be the one to catch Jim if he does pull anything, but keep in mind thatJim might not do the stuff that he was doing around Becky. It may solve the problem both ways, either Jim will stop stealing or Mark will catch Jim himself.",1.165037939,0.572189589,RLPS1,Becky,training,161,81,0.821051001548767,0.826908528804779,0.814385890960693,0.305011600255966,0.324887603521347,0.26862183213234,0.374246031045914,0.7514370679855347,0.2735999524593353
326,"In order to avoid this problem in the future, once Becky is the manager, she can possible move Jim to the early shift.  That way there will be no time to take pizzas home if he isn't closing the place.",0.107464015,2.202224555,RLPS1,Becky,training,314,41,0.821990132331848,0.82515686750412,0.805869162082672,0.565599620342255,0.495469987392426,0.249448373913765,0.388301014900208,0.7242145538330078,0.3496457040309906
327,Bake ten extra pizzas to replace the ones Jim took and then talk to Jim and tell him to stop so he doesn't get fired. Ask him to pay for them immediately so that the boss won't notice that ten pizzas were taken without being paid for.,-1.641870822,0.99896619,RLPS1,Becky,training,184,49,0.824962377548218,0.824489891529083,0.806334674358368,0.263807654380798,0.250461220741272,0.265993475914001,0.374020338058472,0.721289336681366,0.41809022426605225
328,What I would do in Becky's situation would be to approach Jim and explain to him that stealing is wrong and because she does know the consequences of stealing. If he doesn't take it seriously tell the boss.,-0.353709927,-0.484258882,RLPS1,Becky,training,328,40,0.816063940525055,0.825426280498505,0.80315226316452,0.563615083694458,0.471233189105988,0.253847181797028,0.384878069162369,0.7147036194801331,0.2967023253440857
329,A creative solution would be to tell Jim to straighten up and fly right. Tell jim to stop stealing pizzas and do his job correctly. If jim can't do this then he shouldn't be living with becky.,-1.641870822,-1.428689993,RLPS1,Becky,training,55,39,0.82057797908783,0.826753437519074,0.805375754833221,0.419793456792831,0.425051301717758,0.302659273147583,0.374033510684967,0.730286717414856,0.2996857166290283
330,She should utilize a specific plan of action to ensure that the problem is properly resolved.  Firstly she should talk to Jim and tell him that there could be serious problems if the boss ever found out what he had been doing.  If he continued she should hen inform him that he needs to stop endangering both of them by acting the way he does. If this does not work she should then inform the boss of Jims wrongs at work.,-0.353709927,-0.337448988,RLPS1,Becky,training,336,81,0.816129267215729,0.824523329734802,0.803581118583679,0.417111158370972,0.32206317782402,0.246901154518127,0.36710062623024,0.726396381855011,0.36149147152900696
331,"FIRST BECKY SHOULD TALK TO JIM ABOUT HIS BEHAVIOR, ASK HIM TO REFORM AND ALSO ASK HIM TO PAY FOR THE PIZZAS HE STOLE THE NIGHT THEY CLOSE THE STORE.  BY DOING SO, BECKY WOULD BE GIVING JIM THE SECOND CHANCE SHE WAS GIVEN BY MARK. IF JIM REFUSES TO COOPERAE, THEN BECKY WILL HAVE TO TURN JIM IN OVER WITH THE OWNER TELLING HIM THE TRUTH ON ITS ENTIRELY FOR IF SHE FAILS TO DO SO, SHE COULD BE RISKING TO APPEAR AS AN ACCOMPLICE OF JIM AND TAKING INTO ACCOUNT HER HISTORY, THEY BOTH WILL BE FIRED, AND THEIR WAY F PAYING THE RENT WOULD BE TOTALLY TERMINATED.",-0.353709927,-0.078621733,RLPS1,Becky,training,171,110,0.824339985847473,0.826393842697144,0.819603383541107,0.341932058334351,0.348153024911881,0.305414289236069,0.377668410539627,0.7806735038757324,0.2697674036026001
332,"Becky should try and find Jim a new job suited for his needs. She should encourage Jim that because the pizzeria is not the place for him he should try and find a new job. Convince Jim that the job at the pizzeria is not a good choice for him and mention he frustrations he must face with the customers (Since he is rude to them, he obviously does not enjoy his job). Once Jim gets hired with a new job he may just quit the pizzeria job. But if he does not, then it is Becky's responsibility to go and tell Mar about Jim's behavior and let him realize that Jim has been a bad employee. Since Mark has been so good to Becky, she will be able to ask him not to tell Jim that she informed him of his bad behavior. However, if Becky has any doubt that Mark will not beleve her since she has a history of shoplifting herself, and she fears that Mark will think she was responsible for stealing pizzas with Jim, she should propose that Mark set up security cameras in the pizzeria so he can view Jim's bad behavior and judge te situation accordingly.",2.683785805,1.551413233,RLPS1,Becky,training,173,206,0.816638290882111,0.816714942455292,0.806762039661408,0.359695285558701,0.341295421123505,0.280482590198517,0.384247571229935,0.8553473949432373,0.26771634817123413
333,"A Creative solution would be trying to make both ends work. Tell Jim she knows what he's doing, and its just a matter of time before Mark realize's that someone is stealing from the company. Becky has a higher suspicion because she has a criminal record, hich Jim would/could lose his roommate for his mistake.",-0.353709927,-0.743086137,RLPS1,Becky,training,241,58,0.822677075862885,0.823856472969055,0.81622713804245,0.566883325576782,0.498368829488754,0.282009601593018,0.381010711193085,0.7024222612380981,0.3047725558280945
334,Becky needs to look to get a new roomate because Jim is dragging her down by his illegal activity and stress of not knowing if he'll keep his job OR she needs to give Jim an ultimatum: stop stealing or get a new job &new place,-0.353709927,0.313362334,RLPS1,Becky,training,180,47,0.821825861930847,0.822758555412293,0.805002450942993,0.0,0.0,0.286553144454956,0.377816587686539,0.686951220035553,0.28916624188423157
335,"Becky needs to address Jim inadequate work ethic by talking to the manager in private first, and telling him only about his laziness and if that doesnt change, then telling her manager about Jim stealing from the pizza factory and making more pizzas. I thnk addressing the first issue and also havng herself talk to Jim before telling the manager more about what Jim has done is a better solution so Jim can still have money and a job for rent.",0.934450968,-0.337448988,RLPS1,Becky,training,330,81,0.829263687133789,0.831309676170349,0.827805459499359,0.257358312606812,0.199085474014282,0.274387419223785,0.38579922914505,0.8071140050888062,0.2601921856403351
336,"Becky can talk to Jim and ask that he confesses what he did to the manager, Mark. She can let him know as a friend that her job is on the line and if he doesn't come clean she will have to take action.",-0.123122956,-0.484258882,RLPS1,Becky,training,65,45,0.805720746517181,0.810388326644898,0.782766580581665,0.488145112991333,0.402603268623352,0.246466279029846,0.366990208625793,0.6696698069572449,0.2758055627346039
337,"Becky should talk to Jim and ask him why he acts inappropriately at work. There may be an underlying cause with Jim just not understanding how an employee should act. If that does work then Becky doesn't need to tell Mark about Jim's prior problem. If taling to Jim doesn't work then Becky should tell Jim that if he doesn't stop stealing from the job, she will tell Mark what he is doing.",-0.353709927,-0.484258882,RLPS1,Becky,training,332,77,0.816955804824829,0.823021173477173,0.805778622627258,0.315382480621338,0.31165024638176,0.271977335214615,0.382771164178848,0.7543412446975708,0.2579779028892517
338,"If I were Becky, I would talk to Jim first. I would ask him to stop stealing and be a better worker. If nothing changes, I would go to the boss and tell him whats going on. I would ask the boss keep what i said anonymous.",-0.353709927,-0.484258882,RLPS1,Becky,training,260,47,0.816391289234161,0.822842061519623,0.790434181690216,0.464730024337769,0.354600578546524,0.285573184490204,0.378075182437897,0.6870892643928528,0.30736446380615234
339,"Becky needs to discuss things with Jim first. She needs to make him aware of how she feels with his behavior. Once she expresses how she feels that his behavior is unhealthy and destructive to the work environment, she needs to tell him that he must tell hier boss about the stealing or she will have to. she has a duty to her friend but to her job as well.",-0.584296898,-0.484258882,RLPS1,Becky,training,6,70,0.814958453178406,0.818415403366089,0.799046456813812,0.498504549264908,0.365100532770157,0.259893864393234,0.363713294267654,0.6669788956642151,0.3329963684082031
340,Becky can tell Jim to pay or she will tell the boss.,-1.641870822,-0.631068776,RLPS1,Becky,training,285,12,0.814419627189636,0.818791687488556,0.781154453754425,0.0,0.0,0.286402225494385,0.371170699596405,0.6652510166168213,0.294682115316391
341,"Becky could sit Jim down, and explain to him that the manager wants Becky to be a shift manager, and when she sees the things Jim does, she feels she needs to notify the manager.  But if she sat him down and talked to him about it calmly, and told him shecould lose her job as well, and they would both not have money to pay for rent, maybe jim would think twice.",-0.123122956,-0.337448988,RLPS1,Becky,training,103,73,0.817192077636719,0.820214927196503,0.805692672729492,0.417167782783508,0.333759069442749,0.272906571626663,0.375760942697525,0.7170906066894531,0.30185773968696594
342,"Becky could tell Mark what Jim has been doing. If Jim gets fired then Becky could help Jim find a new job, but if he refuses to stop stealing then she should either find a new roommate or tell Jim if he cannot pay the rent then he cannot live with her anyore. It is not Becky's fault that Jim is making bad choices. She can help Jim by showing him what shes been through and how to improve his lifestyle. But if he cannot stop stealing then she is not responsible for what happens to him.",0.934450968,0.460172229,RLPS1,Becky,training,164,98,0.815639734268189,0.818980991840363,0.802244305610657,0.422568798065186,0.373289257287979,0.264797627925873,0.375034302473068,0.7214514017105103,0.2966279089450836
343,"Find a friend that is looking for a roomate and tell the boss, at some point it his actions will cost her a job which will also cause problems for her with rent and school.",-0.123122956,0.313362334,RLPS1,Becky,training,295,35,0.817298114299774,0.81854510307312,0.79536384344101,0.0,0.0,0.250963896512985,0.369613170623779,0.5825082659721375,0.4224490523338318
344,Becky should first try to convince her friend to tell their boss what he has been doing. If that doesn't work then she should step in and tell her boss that she thinks her friend might be stealing.,-0.353709927,-0.484258882,RLPS1,Becky,training,29,39,0.808196246623993,0.81416517496109,0.784126162528992,0.235689520835876,0.211332559585571,0.259526252746582,0.365064889192581,0.6432219743728638,0.34008896350860596
345,I would say that she should talk to Jim in private about what happened before she tells a manager,-1.641870822,-1.428689993,RLPS1,Becky,training,265,19,0.812912285327911,0.819079399108887,0.781856715679169,0.0,0.0,0.262979596853256,0.390847325325012,0.5583899021148682,0.3723157048225403
346,Becky should convince Jim it isn't worth it to steal and to turn himself in to their manager.,-1.641870822,-1.169862738,RLPS1,Becky,training,261,19,0.816193461418152,0.818688035011292,0.791777670383453,0.0,0.0,0.264619052410126,0.384034276008606,0.6945316791534424,0.2822709083557129
347,"Talk to Jim about what he is doing at work. Talk to him about how it was hard to find a job because of her past shoplifting, and now she could get accused of it. She should give him a warning, and if it happens again, tell her boss what was going on. Thatcould potentially make her look better in her bosses eyes and put her in higher standings for a promotion, or a very good reference in the future.",1.165037939,-0.190639093,RLPS1,Becky,training,138,80,0.820242822170258,0.826036214828491,0.811702787876129,0.427883058786392,0.411599278450012,0.260417610406876,0.381619095802307,0.666621208190918,0.3982202708721161
348,"Becky should give Jim a bill for the pizzas she saw him take and include it with his rent bill. When he asks, she should explain that she knows what he has done and that he must pay for what he has taken. She should also explain that she has made mistakesin her past and that this behavior cannot continue because it is wrong and that the company they work for is extremely flexible and understanding.",-0.123122956,0.977826738,RLPS1,Becky,training,87,76,0.814284443855286,0.819072246551514,0.79450649023056,0.499421834945679,0.423878043889999,0.251337200403214,0.362481534481049,0.7425404191017151,0.3368231952190399
349,"Make him pay for the pizzas, If he refuses tell him that he can work extra hours with no pay to compensate the company for the loss of product when your manager. If he refuses again tell the manager and have him fired.",-0.353709927,0.718999483,RLPS1,Becky,training,305,43,0.816479027271271,0.817703247070313,0.787844181060791,0.313734233379364,0.319512188434601,0.270298510789871,0.37637785077095,0.7156940698623657,0.48532411456108093
350,A creative solution would be to give her close friend an alternative so she could avoid firing him.,-1.411283851,-1.428689993,RLPS1,Becky,training,127,18,0.813255488872528,0.819374859333038,0.761550903320313,0.0,0.0,0.291875392198563,0.37472277879715,0.5759849548339844,0.4635942578315735
351,"I think that jim isnt a very good friend if he is treating becky this way, so becky shouldnt feel bad about telling the boss about jims behavior. I also think that she should look for a different more reliable roommate, since jim isnt very good.",-0.353709927,0.460172229,RLPS1,Becky,training,77,46,0.825658857822418,0.828368723392487,0.811348378658295,0.371088266372681,0.315760016441345,0.27426752448082,0.394984722137451,0.6237666606903076,0.3252614438533783
352,"Request to not work with Jim anymore, but rather that the main store manager work with Jim so she can be seen as a responsible manager for speaking up about Jim, keep her shift managing job, and have her rent paid still.",-0.123122956,0.180205522,RLPS1,Becky,training,259,42,0.821039080619812,0.819185495376587,0.798004508018494,0.0,0.0,0.28342866897583,0.391024231910706,0.7255859375,0.35070252418518066
353,talk to jim about working better at school and that if he is going to have parties he needs to tell her,-1.411283851,-1.428689993,RLPS1,Becky,training,27,22,0.804643988609314,0.809382796287537,0.774112641811371,0.0,0.0,0.22512586414814,0.369006752967835,0.5977880954742432,0.3848097324371338
354,"Becky starts to eat Jim's food until he notices that she isn't paying for groceries anymore. Becky can use this to make Jim realize that what he is doing is not fair to Mark's Pizzeria, the customers, or to Becky herself.",-1.641870822,2.34903445,RLPS1,Becky,training,104,44,0.824912548065186,0.822317361831665,0.816836059093475,0.293683290481567,0.342748522758484,0.285843461751938,0.393900126218796,0.668494701385498,0.3543880581855774
355,I feel that Becky should tell her manager the situation in its entirety. She should tell him the what she observed and also the situation relating to Jim having to pay his portion for rent.,-0.123122956,-1.169862738,RLPS1,Becky,training,49,35,0.81593519449234,0.821941673755646,0.795174837112427,0.454072594642639,0.322374939918518,0.247771263122559,0.36439922451973,0.6636631488800049,0.29330992698669434
356,I would go to Jim first and tell him that his actions need to stop.  Explain to him that this job is important to me.  If he fails to stop his behavior I would report him to the owner.  If he is unwilling to stop acting the way he is after I came to him a a friend then he doesn't deserve to be let off the hook.,-0.584296898,-0.484258882,RLPS1,Becky,training,20,69,0.811451733112335,0.819920778274536,0.787972092628479,0.4677554666996,0.369607299566269,0.244409203529358,0.357502162456512,0.7546629905700684,0.3743772804737091
357,"The best solution would be to first inform Jim that he is being dishonest and that she does not appreciate it, and that if the behavior continues, then she will be forced to tell the boss.  If the behavior continues Becky should then report him, because agood friend would not put another friends valuable job on the line for these reasons.",-0.353709927,-0.484258882,RLPS1,Becky,training,40,61,0.823002517223358,0.830342233181,0.81229430437088,0.425487756729126,0.307121217250824,0.249312669038773,0.377810716629028,0.7039827108383179,0.290903776884079
358,"Becky's solution is that she needs to tell Mark that Jim is stealing food, but not to fire him, but say that he should find a better job.",1.39562491,-0.484258882,RLPS1,Becky,training,149,29,0.806812524795532,0.809348583221436,0.772670745849609,0.0,0.0,0.274910181760788,0.379392862319946,0.7304149866104126,0.26944318413734436
359,"The solution to this problem is to have the boss talk to Jim and give him a 3 strike policy at work. If he does not abide by the poicy then he will be terminated. Also, Jim will have to pay the pizzaria for everything that he has stolen and the boss can ak customers how Jim is doing at his job.",-0.123122956,0.718999483,RLPS1,Becky,training,240,62,0.821820735931397,0.824100613594055,0.811840832233429,0.433894008398056,0.436068207025528,0.253042012453079,0.375525176525116,0.8122766017913818,0.40033313632011414
360,"Have Becky tell Jim he needs to do his job at work and not steal from them, because without this job they couldn't afford rent.
If Jim does not change and stop stealing and start working then Becky should report Jim.",-0.353709927,-0.484258882,RLPS1,Becky,training,26,42,0.818181812763214,0.820389807224274,0.800460636615753,0.198333442211151,0.188129186630249,0.294569134712219,0.379510343074799,0.7714620232582092,0.2736763656139374
361,Becky first needs to talk to Jim about his behavior and give him advice about how to act at his job and also not to steal. If he continues then Becky needs to tell her boss what is happening so he can put a stop to Jim's bahavior even if that means loosin a friend. She will probably need to look for a new roomate put this will show her boss that she is trustworthy.,0.934450968,0.313362334,RLPS1,Becky,training,24,76,0.814935564994812,0.819430291652679,0.806403160095215,0.345899850130081,0.325942814350128,0.257983952760696,0.380147397518158,0.7671107053756714,0.2435649037361145
362,"Becky should approach Jim about his slacking off at work and his theft from work. Though this may seem very simple, I still find it creative because I don't actually know anybody who might legitimately stand up to his/her friend.",-0.123122956,-1.428689993,RLPS1,Becky,training,353,42,0.830289602279663,0.835616827011108,0.820490539073944,0.662554502487183,0.53437089920044,0.295345276594162,0.392546266317368,0.7322049140930176,0.25242170691490173
363,"First she should talk to Jim and tell him that he has to be the one that should tell to the boss. She should explain to him that what he did is putting in risk both of their jobs. If Jim does not want to tell to the boss itself then she should tell him, ad even consider of moving out in another apartment with some one that will not put their best friend in a possession like that.",-0.584296898,-0.078621733,RLPS1,Becky,training,117,79,0.81380021572113,0.821430802345276,0.802206695079804,0.385233789682388,0.273311942815781,0.236723095178604,0.364420801401138,0.6340914964675903,0.3681463897228241
364,"I believe that Becky should find a new roommate or just move out all together because Jim is putting her job in jeopardy and with her prior record, she probably could not get a better position any where else.",-0.123122956,0.313362334,RLPS1,Becky,training,43,39,0.823485255241394,0.827985227108002,0.809305667877197,0.0,0.0,0.259395718574524,0.384324789047241,0.6439695954322815,0.32075896859169006
365,"I would improve enviormental conditions, look for highering a more diverse group of people from all ethnic groups.  Begin w/ experience + education not just education.  Make Guidelines that everyone can agree on",-0.388811041,0.789229081,RLPS2,Acme,training,476,32,0.832365095615387,0.838615357875824,0.811068773269653,0.528549909591675,0.445982217788696,0.296107351779938,0.405749291181564,0.34548524022102356,0.6301165223121643
366,"Acme should suck it up and pay them.  With better employees comes better productivity, which results in more money coming in to offset the costs of higher wages.  Also, they should look for alternate sources of suppliers and shipping to reduce costs.",-1.298503148,0.530172162,RLPS2,Acme,training,409,42,0.818360984325409,0.824088990688324,0.802315354347229,0.561702847480774,0.502634108066559,0.289232313632965,0.388039439916611,0.6099979877471924,0.41836559772491455
367,Acme could maybe increase job perks like wages by 1% at least to keep employees happy.  Possible talk w/ employees and come to an understanding.,0.019045661,-0.374881151,RLPS2,Acme,training,480,25,0.833210825920105,0.838328361511231,0.823008954524994,0.453395962715149,0.415598690509796,0.305312782526016,0.396895349025726,0.6718418598175049,0.3630222976207733
368,"You would have to increase cost of the product _ find ways that you can hire other help that doesn__ involve use of a trained engineer (because of the shortage.)  To keep the qualified workers, they may need to find creative ways to keep them such as offering benefits that others do not.  Lower the # of engineers needed & find ones that are highly qualified, give them good benefits",1.224685534,0.530172162,RLPS2,Acme,training,466,68,0.814743518829346,0.825129151344299,0.797940015792847,0.410498291254044,0.364828586578369,0.250355631113052,0.385640829801559,0.7630879282951355,0.42645934224128723
369,"Acme can start finding materials needed closer to where they__e located.  This would reduce their shipping costs, allowing for pay increases.  The upper management could take pay cuts so that the engineers could have pay increases.  This would keep the engineers happy and would increase productivity.",1.669518162,0.173608166,RLPS2,Acme,training,479,47,0.821662545204163,0.826076805591583,0.80123895406723,0.483358472585678,0.390619546175003,0.299779385328293,0.388681918382645,0.660103976726532,0.4066711962223053
370,"Upper management could have a wage freeze also.  They could have more benefits for health, educational etc.  They could form relationships with companies in their community to have a discount program for goods / services.  They could offer discounted daycare.",1.252275944,1.337718398,RLPS2,Acme,training,464,39,0.815807104110718,0.826865196228027,0.778277337551117,0.548444330692291,0.385759085416794,0.315657377243042,0.381295830011368,0.5271996259689331,0.46556150913238525
371,Maybe the company can try to invent a way to make their product cheaper.  Allow the engineers sign contracts which would make them stay at the company for a certain amount of time.  Allow them to have some perks as well.,0.344405794,0.034161999,RLPS2,Acme,training,465,41,0.813652455806732,0.824511289596558,0.792930543422699,0.584305822849274,0.395111709833145,0.267368584871292,0.380346238613129,0.7243832349777222,0.3777138888835907
372,"The best way for me to solve this problem would be make a list of the negative aspects and another of the positive aspects of the issues involved.  In addition, what may be an issue for one group may not be an issue with the other.  Therefore, consider the negatives on both sides as well as the positives on both sides and come to an __greement_  if you will.",-1.594450914,-1.418338887,RLPS2,Acme,training,467,69,0.822900891304016,0.831399142742157,0.793154120445252,0.485162764787674,0.330405294895172,0.216570496559143,0.369442731142044,0.38659265637397766,0.6072173118591309
373,INCREASE WAGES! WHY WOULD THEY STAY THERE IF THEY CAN GET PAID MORE SOMEWHERE ELSE? INCREASE BENEFITS.,-0.565286313,-1.375376253,RLPS2,Acme,training,477,17,0.825604438781738,0.838906705379486,0.767836511135101,0.448464959859848,0.33709928393364,0.3643738925457,0.37187784910202,0.5462445020675659,0.4867110252380371
374,"Acme should expand their services and change some policies.  They might want to do budget cuts.  Spread the money throughout the company instead of large wage increases, make the increase smaller.",0.195520932,0.023621935,RLPS2,Acme,training,478,31,0.820172846317291,0.824799835681915,0.797695875167847,0.488534182310104,0.386760741472244,0.300136387348175,0.394205898046494,0.5699454545974731,0.4330703318119049
375,"In this situation, it is necessary to compromise.  Acme must find a way to satisfy their employees so that productivity increases.  They need to try bigger and better benefits, and if this means being in debt and going through tough times for awhile, then they need to.  This way, as they start having more employees and productivity increases, there will be room for improvement (and debts can be paid off).",0.019045661,-0.826886936,RLPS2,Acme,training,500,70,0.813227713108063,0.822361052036285,0.79470306634903,0.468004792928696,0.399712800979614,0.26707711815834,0.38185727596283,0.5672556161880493,0.4298999607563019
376,"If Acme has a high number of engineers, they can let one of them go and use that engineers pay for future pay increases.  The engineer that was let go can then get another job at the other companies.  If Acme has a lower number of engineers they can put a few on part time and allow other companies to pick up these engineers.  The saved money then can be used to increase pay.",0.019045661,0.089729988,RLPS2,Acme,training,517,74,0.816076874732971,0.823618233203888,0.795219004154205,0.391327500343323,0.303959041833878,0.265452265739441,0.371277749538422,0.7351537942886353,0.38745078444480896
377,"With such a large ratio of jobs available to engineers in the market, the only way to keep a group of workers in the group is to significantly compensate them for their work.   Because of this, I would recommend a) dropping product prices, b) increasing wages and benefits for workers, and c) raising wage increases.  This will move capital to the workers, reward them for loyalty, raise morale, and increase productivity.  This in turn will result in more product sold which will eventually offset the loss of money.  While this will most likely put the company in the red for awhile.  Amazon.com has proven a company can operate in the red and still be successful.",2.020372086,-0.567830017,RLPS2,Acme,training,518,116,0.818828046321869,0.823737621307373,0.80809897184372,0.546226859092712,0.461191624403,0.263530224561691,0.387647032737732,0.7396070957183838,0.3863335847854614
378,"Since most engineers are guys, hire them right out of college and hire very pretty young female receptionists that also wait on them hand and foot.  They__l stay then.  Also throw amazing Christmas parties.",-0.833643669,1.44576554,RLPS2,Acme,training,496,35,0.839361369609833,0.84734433889389,0.81690788269043,0.660570204257965,0.558155059814453,0.329907596111298,0.386547267436981,0.5981954336166382,0.48680761456489563
379,Acme should look at alterative shipping costs.  By reinforcing the current engineers production should inc. even if that means $ has to be reduced in other places.  If $ can not be offered more time off.  When the workers are happy their production will inc.,0.167930522,-0.525890928,RLPS2,Acme,training,497,43,0.829159617424011,0.835443556308746,0.814847230911255,0.579919219017029,0.459424495697022,0.273181885480881,0.387610524892807,0.615196704864502,0.4463791847229004
380,"I don__ like these kinds of questions.  I just can__ get myself to care what the solution is. But anyway: Train monkeys to do some of the work and give those stupid workers more money for the work left over.  Earn money for supplies by selling the lazy monkeys to suckers.  All the good monkeys get to go to the park and ride dogs on Wednesdays.  Dogs and monkeys smell similar.  If a monkey chases a squirrell, take away his peanut butter treats and sternly warn him about the danger of squirrels.  The workers will just be glad they still have their jobs __ause the boss I obviously insane.",-1.594450914,1.271610345,RLPS2,Acme,training,498,111,0.83057314157486,0.840139985084534,0.817381501197815,0.580974698066711,0.564002215862274,0.302520394325256,0.393533945083618,0.4819393455982208,0.5147184133529663
381,"I believe that acme should reward their employees by making their company a better place to work.  They can do this by making advertising promotions in favor of Acme and increasing faith in the company.  The organization could also increase moral by creating employee organizations that sponsor light hearted events.  To make this worth wile, the company would have to invest money to establish a less tense work environment.  If the employees are happy their then they will be less likely to follow the __eadhunters_.",1.436040113,1.187732167,RLPS2,Acme,training,499,85,0.818708717823029,0.826621890068054,0.809403479099274,0.467006921768189,0.367799490690231,0.278186857700348,0.382173657417297,0.5902602672576904,0.44930973649024963
382,"Acme should better the treatment of their engineers by increasing wages and/ or benefits for the workers.  Appreciating of talents and noticement of skills is also a big issue.  Letting employees receive casual cloths days, maybe a __ust 4 fun: sports team, and occational paid days off.  Simple and low cost things may be done to insure the happiness and contentment of the engineers.  Better moral, better company.",0.991207485,0.746266447,RLPS2,Acme,training,463,68,0.830735266208649,0.835357129573822,0.825441718101502,0.511377036571503,0.447935491800308,0.309856235980988,0.394574612379074,0.7178237438201904,0.3826395273208618
383,"Well for starter I don__ see how whey are going out of businees, or business is slowing down b/c the Wiley cayote should be keeping them in business w/ everything that he buys from Acme.  And one of these days Acme will make a product that the cayote can use which will capture the Road Runner.  Good _ Luck in finding that product.",-1.594450914,0.559524097,RLPS2,Acme,training,475,64,0.83914440870285,0.84466278553009,0.833973944187164,0.553692281246185,0.456384181976318,0.275805532932282,0.390646874904633,0.4315725564956665,0.566132128238678
384,"Get more males, do more marketing, increase productivity!",-0.890646446,-0.881431379,RLPS2,Acme,training,462,8,0.823048532009125,0.825974702835083,0.701123952865601,0.0,0.0,0.336090832948685,0.367484241724014,0.4949238896369934,0.5056842565536499
385,"You can not make everyone happy, so do what is best for the company + families.",-1.594450914,-1.634433172,RLPS2,Acme,training,474,15,0.81751275062561,0.832524359226227,0.768792629241943,0.0,0.0,0.251319080591202,0.405818521976471,0.4009467661380768,0.5229337215423584
386,"Engineers are very logical people.  They are mathematically trained to figure out the best ways to build or make things.  I would ask them what they really think the company can afford to do.  Give it to them as their next assignment.  Tell them, literally, _ Your jobs depend on what you come up with._ The reason you will do this is so that the engineers will not have time to contact a headhunter because they are so concerned with making a plan that will work.  They will be more productive because you are giving them something to really care about.  If the engineers reach a solution that is feasible, (which most likely they will) give them 7% raises instead of 6% raises as a job well done & boost  their egos a bit by telling them you need them to help the company succeed.  Overall, you increase productivity & keep your quality set of engineers.",1.957902369,0.938191767,RLPS2,Acme,training,473,153,0.819549202919006,0.832019448280335,0.80981320142746,0.534773349761963,0.421044677495956,0.270995050668716,0.383529484272003,0.7267446517944336,0.4731898903846741
387,"Acme needs to lower their costs so that in turn, people will buy more from them, resulting in more pay for the worker.  If they lower the cost of their product they will also remain competitive.",0.287403017,-0.675877159,RLPS2,Acme,training,493,36,0.809513092041016,0.818900525569916,0.77861100435257,0.297701001167297,0.362703263759613,0.26625782251358,0.380837142467499,0.5717580318450928,0.4365650713443756
388,"Find out what is making people change jobs.  If it is only pay, try to find ways to cut costs in other areas and raise engineers wages.  If it is more than money, ask the employees what it is that is most important to them.  If they want a more flexible schedule, then let them have it Money is not the only reason People stay in a job.  Ask the employees what contributes to a good working environment to them.",1.436040113,0.680158394,RLPS2,Acme,training,495,80,0.812586188316345,0.824321866035461,0.793110907077789,0.442106544971466,0.362100958824158,0.263776451349258,0.372632443904877,0.6808163523674011,0.4467994272708893
389,"If you increase the wages, the workers will be more happy to work and will hopefully produce more products.  You must keep the workers happy if you want to increase production.  With such a positive work environment, more people will want to work there",0.167930522,-1.127882944,RLPS2,Acme,training,516,44,0.807105123996735,0.821547746658325,0.770451903343201,0.324165940284729,0.239400938153267,0.257032454013824,0.364835441112518,0.5714988708496094,0.47312214970588684
390,"They should reduce other manufactering / shipping costs first, then reduce man power if all nessecary, then the wage increase would be less devestating.",0.287403017,-0.417843786,RLPS2,Acme,training,408,23,0.840578198432922,0.845332443714142,0.825278460979462,0.0,0.0,0.287930816411972,0.417439997196198,0.5721021890640259,0.4622812569141388
391,"They should give the workers all surveys, and based on the results, determine which ones best qualify for the raise.",0.732235645,1.337718398,RLPS2,Acme,training,410,20,0.822943508625031,0.83525538444519,0.78113204240799,0.0,0.0,0.258864641189575,0.384636878967285,0.4959210455417633,0.5369606614112854
