ID,Story,FacScoresQ,FacScoresO,Dataset,ProblemID,set,ID.1,wordcount,peerDSI,promptDSI,DSI,QwenDSI,bgeDSI,wordQwenDSI,wordbgeDSI,promptCosDis,peerCosDis
300,Becky should look up new jobs for Jim to work at and suggest he apply there.,0.107464015,0.313362334,RLPS1,Becky,training,169,16,0.8171958327293400,0.8159920573234560,0.7742543816566470,0.0,0.0,0.28230780363082900,0.3733175992965700,0.3469874858856200,0.32306957244873000
301,"Becky should let Jim know that she won't cover for him anymore. Jim needs to be made aware of the fact that if something is missing then one might assume it's Becky who took it due to her past. She should start looking for a new roommate in case Jim doesnt shape up. If he steals again, she needs to tell Mark. Jim may be a good friend, but he is putting her job, her education, and mental-well being at risk.",0.934450968,-0.078621733,RLPS1,Becky,training,144,84,0.8199993371963500,0.823279082775116,0.8134182691574100,0.4036834239959720,0.36527204513549800,0.2723906636238100,0.3776487410068510,0.30128228664398200,0.2682134211063390
302,"Becky should go ahead and tell Mark about Jims recent actions. Even though Becky and Jim are friends and roomates, not telling Mark about the problem, could initially make Becky lose ""her"" job. As for the whole roomate situation i think that if Becky toldher reasoning to Jim he would be mad at first but would eventually get over it. If Jim was to lose his job and was unable to pay rent he could either move out and Becky could find a new job, if the problem ruined there friendship. Or if he got fired he cold immediatly start looking for a new job so that he would be able to pay rent.",1.39562491,-0.078621733,RLPS1,Becky,training,139,114,0.8215966820716860,0.825317919254303,0.8177058100700380,0.3805423378944400,0.32875871658325200,0.27215659618377700,0.376758337020874,0.3025614619255070,0.2980712056159970
303,Becky should write an anonymous note to the restuarant from a cutomers perspective complaining about Jim.  This will force the boss to keep an extra eye on Jim.,0.107464015,2.055414661,RLPS1,Becky,training,105,28,0.8352383971214290,0.8363975286483770,0.8258455395698550,0.48644280433654800,0.3798838257789610,0.2992488741874700,0.38570961356163000,0.29238682985305800,0.3112589120864870
304,I would discuss with jim that you need this job and that he work ethics or lack there of is effecting your job. Allow jim to confess to whats been going on and if he doesnt let him now that yu will do it for him. A friend like that is not worth keeping. Tlk to your boss about what been going on and let him know that you feel its inappropriate if you dont say anything you will probably both be fired.,-0.353709927,-0.337448988,RLPS1,Becky,training,185,83,0.8222808241844180,0.8310874104499820,0.8151000142097470,0.47898176312446600,0.40468189120292700,0.23983821272850000,0.3710549473762510,0.3219820261001590,0.388954222202301
305,"Confront Jim and tell him that what he is doing is not acceptable and that they both might lose there job. They both need the money and Jim needs to realize that he is putting both there jobs, and ability to pay rent in jeopardy. Let him know that as a frend she doesn't want to see both of them loose their jobs.",-0.123122956,-1.135070204,RLPS1,Becky,training,266,64,0.815947413444519,0.8202235102653500,0.8018907308578490,0.3538895547389980,0.29986727237701400,0.24525301158428200,0.35620230436325100,0.2847539186477660,0.35463207960128800
306,Becky needs to confront Jim about his behavior regarding the stolen pizzas.  Becky should acknowledge to Jim that while she doesn't want Jim to get fired she also doesnt want to be dishonest to Mark.  Becky should persuade Jim to replace the pizzas by payng for them because it will leave the pizzeria short on materials if he doesnt.,-0.353709927,-0.078621733,RLPS1,Becky,training,319,60,0.8221694827079770,0.8206849098205570,0.807110071182251,0.2494974136352540,0.29881051182746900,0.29973524808883700,0.3827739655971530,0.19554471969604500,0.26033610105514500
307,The first thing I think Becky should do is talk to Jim about what he is doing and try to resolve the problem there. Explain to Jim how important this job is to her and if he is a friend then he will not put her at risk of even losing her job. Tell Jim tha if he doesn't stop then she will have to go to the boss as an employee and not as a friend.,-0.353709927,-0.484258882,RLPS1,Becky,training,153,78,0.8105793595314030,0.817874550819397,0.7973248362541200,0.3216445744037630,0.27159053087234500,0.23645181953907000,0.3676120340824130,0.28614044189453100,0.2941688001155850
308,Becky could send mark and anonymous letter explaing what is going on.,-1.411283851,0.16655244,RLPS1,Becky,training,136,12,0.8361343145370480,0.8418442010879520,0.8005576729774480,0.0,0.0,0.30020737648010300,0.3956419825553890,0.5206166505813600,0.3702530264854430
309,"Becky should politely help both of the male friends by sitting them both down, and being upfront about the issue.  She could be honest and tell them both their positive and negative traits, helping better the three of them collectively.",-0.123122956,-0.876242949,RLPS1,Becky,training,347,40,0.8328520655632020,0.8366466164588930,0.8046937584877010,0.47864776849746700,0.3930729627609250,0.25745928287506100,0.37103867530822800,0.5065164566040040,0.4160119891166690
310,"Becky can inform Mark about Jim's theft but suggest to Mark that he should not fire Jim. But rather, he just needs to have extra supervision. Or, he can go through extra training to ensure that Jim knows the consequences of stealing again.",-0.123122956,0.033395628,RLPS1,Becky,training,231,44,0.8186939358711240,0.8211992979049680,0.807837724685669,0.45931389927864100,0.4148785173892980,0.2949255108833310,0.39487603306770300,0.254923939704895,0.26862290501594500
311,"The first thing Becky needs to do is talk to Jim about her problem. She needs to explain to him that she may become manager and therefore allowing him to be less than adequate and allowing him to take home pizzas for free would put her in an awkward positon. If he is a good friend he should listen, if he does not listen it would reveal he is not a good friend. Becky should find a cheaper apartment or find someone to move in with and then tell her boss. She'll get rid of a bad friend, make a stronger relatonship with her boss, and follow good morals.",0.703863997,1.145776084,RLPS1,Becky,training,264,110,0.8169116377830510,0.819758415222168,0.8098204135894780,0.5107458829879760,0.4214955270290380,0.2623845934867860,0.3762243092060090,0.325036883354187,0.30979883670806900
312,Becky should try talking to Jim and tell him that he needs to pay for the items he stole and own up to the manager. If Jim doesn't change Becky should say something to the manager and have him talk to Jim and hopefully he will do a better job.,-0.353709927,0.460172229,RLPS1,Becky,training,159,51,0.8077384233474730,0.8108335733413700,0.7865013480186460,0.23458755016326900,0.15238845348358200,0.2589532434940340,0.3591783046722410,0.2432146668434140,0.28633913397789
313,"A way to fix the problem is to tell Jim him self that he is doing wrong.  Becky should try and fix the problem herself, because she is the one sharing a place with him.  If he is not willing to change, then she should put her foot down and find a new plac to live, so he has to fend for himself.  Unless Becky has the same lifestyle as Jim, then she should reevaluate what kind a friends she has.",-0.353709927,0.313362334,RLPS1,Becky,training,280,81,0.8189457654953000,0.8238005042076110,0.8113544583320620,0.4480724334716800,0.3836238384246830,0.2552267611026760,0.37805870175361600,0.30945175886154200,0.3038862645626070
314,Drop an anonymous tip to the employer. Becky can not be the only person noticing these thefts.,-1.411283851,0.313362334,RLPS1,Becky,training,338,17,0.8281930088996890,0.8283035755157470,0.7923232913017270,0.6827788949012760,0.5206431746482850,0.2723131775856020,0.3940204381942750,0.45835304260253900,0.5058404207229610
315,I believe that Becky needs to tell mark about the issue because if she doesn't then mark will find out on his own and he will most likely assume that she was apart of stealing the pizzas. She can always find another roommate but finding a job with her recrd is obviously difficult.,-0.123122956,-0.484258882,RLPS1,Becky,training,66,54,0.8160472512245180,0.8203299045562740,0.80462247133255,0.5971242189407350,0.5614250898361210,0.2555636465549470,0.38809525966644300,0.35963737964630100,0.32773223519325300
316,"Becky should have a two step solution. First she needs to talk to Mark about Jim's behavior, because it is very possible that he will begin to notice if many food supply where gone. Maybe suggest disiplinary action or a write up. Then she needs to have a ery frank talk to Jim about what position he is putting her in.and that although she suggested just a talking to, he needs to be mindful that he could lose his job and maybe look else where and start to put his application in.",0.934450968,-0.225431627,RLPS1,Becky,training,348,94,0.8229159712791440,0.829233705997467,0.8187472820281980,0.5069755911827090,0.3868448734283450,0.26287034153938300,0.38270658254623400,0.22887837886810300,0.267363578081131
317,"Becky should talk to Jim about his behavior and inform him that if he does not stop stealing food from the pizzeria, she will have to let their manager know.",-0.123122956,-0.484258882,RLPS1,Becky,training,343,30,0.8150883913040160,0.8151927590370180,0.7980715036392210,0.0,0.0,0.2637549638748170,0.3855046033859250,0.21410274505615200,0.26408013701438900
318,Becky needs to talk to her boss before her and her roommate gets fired.,-1.641870822,-1.428689993,RLPS1,Becky,training,126,14,0.8037797808647160,0.7976996302604680,0.7411253452301030,0.0,0.0,0.2783060073852540,0.37033572793006900,0.47013378143310500,0.37764686346054100
319,"talk with Jim and let him know that he needs to pay for what he took. if cameras are in the work place, serectively tip the manger off to look at the tapes. try to help jim find a different job. or find a new roommate",-0.353709927,0.99896619,RLPS1,Becky,training,303,46,0.8193645477294920,0.8227070569992070,0.8074955344200130,0.5237394571304320,0.4209703505039220,0.2595103979110720,0.3702409267425540,0.2940658926963810,0.33927473425865200
320,the solution would be to talk to jim and tell him all the great things the owner has done for them and get him to appreciate those things and tell him they cant steal pizzas or shes going to have to inform the owner.,-0.353709927,-0.484258882,RLPS1,Becky,training,218,44,0.8193702697753910,0.826158881187439,0.801432192325592,0.0,0.0,0.2295672595500950,0.3506167232990270,0.29744064807891800,0.3927222490310670
321,"Becky should tell her boss about Jim, bt since she is on such good terms with him she should suggest that he not fire Jim, but instead make him pay for the pizzas he stole.",-0.123122956,-0.078621733,RLPS1,Becky,training,97,35,0.8165069222450260,0.8178026676177980,0.7975836396217350,0.0,0.0,0.2763315439224240,0.3936465382575990,0.2127661108970640,0.24687287211418200
322,"Becky could tell her supervisor about Jim, but ask her supervisor to not tell Jim that she had told on him to maintain their friendship.",-0.123122956,-0.743086137,RLPS1,Becky,training,275,25,0.8085262179374700,0.8120543956756590,0.7707231044769290,0.0,0.0,0.28146421909332300,0.3876323699951170,0.39419281482696500,0.30701127648353600
323,"Becky could talk to Jim and explain the situation to him, and warn him if he does not change his ways she will have him fired and find a new room mate.",-0.123122956,0.313362334,RLPS1,Becky,training,70,32,0.8063231706619260,0.8120392560958860,0.7746945023536680,0.0,0.0,0.25437796115875200,0.3656295835971830,0.30403590202331500,0.25468865036964400
324,"Solution: Go to Jim and confront him on this issue, and tell him that if he doesnt not stop his behavior then you will tell mark.",-0.353709927,-0.631068776,RLPS1,Becky,training,129,26,0.808195173740387,0.8167535066604610,0.7672204971313480,0.0,0.0,0.27002424001693700,0.3624024987220760,0.3559410572052000,0.34060296416282700
325,"Becky should tell Mark about what Jim has been doing and tell her that she does not want to work with Jim anymore. She should reccommend that Mark works when Jim does so that Mark can be the one to catch Jim if he does pull anything, but keep in mind thatJim might not do the stuff that he was doing around Becky. It may solve the problem both ways, either Jim will stop stealing or Mark will catch Jim himself.",1.165037939,0.572189589,RLPS1,Becky,training,161,81,0.8210510015487670,0.826908528804779,0.8143858909606930,0.3050116002559660,0.32488760352134700,0.2686218321323400,0.3742460310459140,0.24856293201446500,0.2735999524593350
326,"In order to avoid this problem in the future, once Becky is the manager, she can possible move Jim to the early shift.  That way there will be no time to take pizzas home if he isn't closing the place.",0.107464015,2.202224555,RLPS1,Becky,training,314,41,0.8219901323318480,0.8251568675041200,0.8058691620826720,0.5655996203422550,0.49546998739242600,0.24944837391376500,0.3883010149002080,0.2757854461669920,0.3496457040309910
327,Bake ten extra pizzas to replace the ones Jim took and then talk to Jim and tell him to stop so he doesn't get fired. Ask him to pay for them immediately so that the boss won't notice that ten pizzas were taken without being paid for.,-1.641870822,0.99896619,RLPS1,Becky,training,184,49,0.8249623775482180,0.8244898915290830,0.8063346743583680,0.26380765438079800,0.250461220741272,0.26599347591400100,0.3740203380584720,0.27871066331863400,0.41809022426605200
328,What I would do in Becky's situation would be to approach Jim and explain to him that stealing is wrong and because she does know the consequences of stealing. If he doesn't take it seriously tell the boss.,-0.353709927,-0.484258882,RLPS1,Becky,training,328,40,0.8160639405250550,0.8254262804985050,0.8031522631645200,0.563615083694458,0.47123318910598800,0.2538471817970280,0.3848780691623690,0.28529638051986700,0.2967023253440860
329,A creative solution would be to tell Jim to straighten up and fly right. Tell jim to stop stealing pizzas and do his job correctly. If jim can't do this then he shouldn't be living with becky.,-1.641870822,-1.428689993,RLPS1,Becky,training,55,39,0.8205779790878300,0.8267534375190740,0.8053757548332210,0.4197934567928310,0.4250513017177580,0.302659273147583,0.37403351068496700,0.26971328258514400,0.2996857166290280
330,She should utilize a specific plan of action to ensure that the problem is properly resolved.  Firstly she should talk to Jim and tell him that there could be serious problems if the boss ever found out what he had been doing.  If he continued she should hen inform him that he needs to stop endangering both of them by acting the way he does. If this does not work she should then inform the boss of Jims wrongs at work.,-0.353709927,-0.337448988,RLPS1,Becky,training,336,81,0.8161292672157290,0.8245233297348020,0.8035811185836790,0.4171111583709720,0.3220631778240200,0.24690115451812700,0.36710062623024000,0.273603618144989,0.36149147152900700
331,"FIRST BECKY SHOULD TALK TO JIM ABOUT HIS BEHAVIOR, ASK HIM TO REFORM AND ALSO ASK HIM TO PAY FOR THE PIZZAS HE STOLE THE NIGHT THEY CLOSE THE STORE.  BY DOING SO, BECKY WOULD BE GIVING JIM THE SECOND CHANCE SHE WAS GIVEN BY MARK. IF JIM REFUSES TO COOPERAE, THEN BECKY WILL HAVE TO TURN JIM IN OVER WITH THE OWNER TELLING HIM THE TRUTH ON ITS ENTIRELY FOR IF SHE FAILS TO DO SO, SHE COULD BE RISKING TO APPEAR AS AN ACCOMPLICE OF JIM AND TAKING INTO ACCOUNT HER HISTORY, THEY BOTH WILL BE FIRED, AND THEIR WAY F PAYING THE RENT WOULD BE TOTALLY TERMINATED.",-0.353709927,-0.078621733,RLPS1,Becky,training,171,110,0.8243399858474730,0.8263938426971440,0.8196033835411070,0.3419320583343510,0.3481530249118810,0.3054142892360690,0.3776684105396270,0.21932649612426800,0.2697674036026000
332,"Becky should try and find Jim a new job suited for his needs. She should encourage Jim that because the pizzeria is not the place for him he should try and find a new job. Convince Jim that the job at the pizzeria is not a good choice for him and mention he frustrations he must face with the customers (Since he is rude to them, he obviously does not enjoy his job). Once Jim gets hired with a new job he may just quit the pizzeria job. But if he does not, then it is Becky's responsibility to go and tell Mar about Jim's behavior and let him realize that Jim has been a bad employee. Since Mark has been so good to Becky, she will be able to ask him not to tell Jim that she informed him of his bad behavior. However, if Becky has any doubt that Mark will not beleve her since she has a history of shoplifting herself, and she fears that Mark will think she was responsible for stealing pizzas with Jim, she should propose that Mark set up security cameras in the pizzeria so he can view Jim's bad behavior and judge te situation accordingly.",2.683785805,1.551413233,RLPS1,Becky,training,173,206,0.8166382908821110,0.8167149424552920,0.8067620396614080,0.35969528555870100,0.34129542112350500,0.28048259019851700,0.3842475712299350,0.1446526050567630,0.26771634817123400
333,"A Creative solution would be trying to make both ends work. Tell Jim she knows what he's doing, and its just a matter of time before Mark realize's that someone is stealing from the company. Becky has a higher suspicion because she has a criminal record, hich Jim would/could lose his roommate for his mistake.",-0.353709927,-0.743086137,RLPS1,Becky,training,241,58,0.8226770758628850,0.8238564729690550,0.81622713804245,0.5668833255767820,0.4983688294887540,0.2820096015930180,0.3810107111930850,0.29757773876190200,0.3047725558280950
334,Becky needs to look to get a new roomate because Jim is dragging her down by his illegal activity and stress of not knowing if he'll keep his job OR she needs to give Jim an ultimatum: stop stealing or get a new job &new place,-0.353709927,0.313362334,RLPS1,Becky,training,180,47,0.8218258619308470,0.8227585554122930,0.8050024509429930,0.0,0.0,0.28655314445495600,0.3778165876865390,0.313048779964447,0.28916624188423200
335,"Becky needs to address Jim inadequate work ethic by talking to the manager in private first, and telling him only about his laziness and if that doesnt change, then telling her manager about Jim stealing from the pizza factory and making more pizzas. I thnk addressing the first issue and also havng herself talk to Jim before telling the manager more about what Jim has done is a better solution so Jim can still have money and a job for rent.",0.934450968,-0.337448988,RLPS1,Becky,training,330,81,0.8292636871337890,0.8313096761703490,0.8278054594993590,0.2573583126068120,0.19908547401428200,0.2743874192237850,0.38579922914505000,0.19288599491119400,0.2601921856403350
336,"Becky can talk to Jim and ask that he confesses what he did to the manager, Mark. She can let him know as a friend that her job is on the line and if he doesn't come clean she will have to take action.",-0.123122956,-0.484258882,RLPS1,Becky,training,65,45,0.8057207465171810,0.8103883266448980,0.782766580581665,0.488145112991333,0.40260326862335200,0.2464662790298460,0.36699020862579300,0.3303301930427550,0.2758055627346040
337,"Becky should talk to Jim and ask him why he acts inappropriately at work. There may be an underlying cause with Jim just not understanding how an employee should act. If that does work then Becky doesn't need to tell Mark about Jim's prior problem. If taling to Jim doesn't work then Becky should tell Jim that if he doesn't stop stealing from the job, she will tell Mark what he is doing.",-0.353709927,-0.484258882,RLPS1,Becky,training,332,77,0.8169558048248290,0.8230211734771730,0.8057786226272580,0.3153824806213380,0.31165024638176000,0.27197733521461500,0.38277116417884800,0.2456587553024290,0.2579779028892520
338,"If I were Becky, I would talk to Jim first. I would ask him to stop stealing and be a better worker. If nothing changes, I would go to the boss and tell him whats going on. I would ask the boss keep what i said anonymous.",-0.353709927,-0.484258882,RLPS1,Becky,training,260,47,0.8163912892341610,0.8228420615196230,0.7904341816902160,0.46473002433776900,0.35460057854652400,0.28557318449020400,0.37807518243789700,0.3129107356071470,0.30736446380615200
339,"Becky needs to discuss things with Jim first. She needs to make him aware of how she feels with his behavior. Once she expresses how she feels that his behavior is unhealthy and destructive to the work environment, she needs to tell him that he must tell hier boss about the stealing or she will have to. she has a duty to her friend but to her job as well.",-0.584296898,-0.484258882,RLPS1,Becky,training,6,70,0.8149584531784060,0.8184154033660890,0.7990464568138120,0.49850454926490800,0.36510053277015700,0.25989386439323400,0.3637132942676540,0.3330211043357850,0.3329963684082030
340,Becky can tell Jim to pay or she will tell the boss.,-1.641870822,-0.631068776,RLPS1,Becky,training,285,12,0.8144196271896360,0.8187916874885560,0.781154453754425,0.0,0.0,0.28640222549438500,0.37117069959640500,0.3347489833831790,0.294682115316391
341,"Becky could sit Jim down, and explain to him that the manager wants Becky to be a shift manager, and when she sees the things Jim does, she feels she needs to notify the manager.  But if she sat him down and talked to him about it calmly, and told him shecould lose her job as well, and they would both not have money to pay for rent, maybe jim would think twice.",-0.123122956,-0.337448988,RLPS1,Becky,training,103,73,0.8171920776367190,0.8202149271965030,0.8056926727294920,0.4171677827835080,0.333759069442749,0.2729065716266630,0.375760942697525,0.2829093933105470,0.30185773968696600
342,"Becky could tell Mark what Jim has been doing. If Jim gets fired then Becky could help Jim find a new job, but if he refuses to stop stealing then she should either find a new roommate or tell Jim if he cannot pay the rent then he cannot live with her anyore. It is not Becky's fault that Jim is making bad choices. She can help Jim by showing him what shes been through and how to improve his lifestyle. But if he cannot stop stealing then she is not responsible for what happens to him.",0.934450968,0.460172229,RLPS1,Becky,training,164,98,0.8156397342681890,0.8189809918403630,0.8022443056106570,0.42256879806518600,0.3732892572879790,0.2647976279258730,0.37503430247306800,0.27854859828949000,0.2966279089450840
343,"Find a friend that is looking for a roomate and tell the boss, at some point it his actions will cost her a job which will also cause problems for her with rent and school.",-0.123122956,0.313362334,RLPS1,Becky,training,295,35,0.8172981142997740,0.8185451030731200,0.7953638434410100,0.0,0.0,0.25096389651298500,0.3696131706237790,0.41749173402786300,0.4224490523338320
344,Becky should first try to convince her friend to tell their boss what he has been doing. If that doesn't work then she should step in and tell her boss that she thinks her friend might be stealing.,-0.353709927,-0.484258882,RLPS1,Becky,training,29,39,0.8081962466239930,0.8141651749610900,0.7841261625289920,0.23568952083587600,0.2113325595855710,0.25952625274658200,0.3650648891925810,0.35677802562713600,0.34008896350860600
345,I would say that she should talk to Jim in private about what happened before she tells a manager,-1.641870822,-1.428689993,RLPS1,Becky,training,265,19,0.8129122853279110,0.8190793991088870,0.7818567156791690,0.0,0.0,0.2629795968532560,0.3908473253250120,0.44161009788513200,0.3723157048225400
346,Becky should convince Jim it isn't worth it to steal and to turn himself in to their manager.,-1.641870822,-1.169862738,RLPS1,Becky,training,261,19,0.8161934614181520,0.8186880350112920,0.7917776703834530,0.0,0.0,0.26461905241012600,0.38403427600860600,0.3054683208465580,0.2822709083557130
347,"Talk to Jim about what he is doing at work. Talk to him about how it was hard to find a job because of her past shoplifting, and now she could get accused of it. She should give him a warning, and if it happens again, tell her boss what was going on. Thatcould potentially make her look better in her bosses eyes and put her in higher standings for a promotion, or a very good reference in the future.",1.165037939,-0.190639093,RLPS1,Becky,training,138,80,0.8202428221702580,0.8260362148284910,0.8117027878761290,0.4278830587863920,0.4115992784500120,0.2604176104068760,0.38161909580230700,0.33337879180908200,0.3982202708721160
348,"Becky should give Jim a bill for the pizzas she saw him take and include it with his rent bill. When he asks, she should explain that she knows what he has done and that he must pay for what he has taken. She should also explain that she has made mistakesin her past and that this behavior cannot continue because it is wrong and that the company they work for is extremely flexible and understanding.",-0.123122956,0.977826738,RLPS1,Becky,training,87,76,0.8142844438552860,0.8190722465515140,0.7945064902305600,0.4994218349456790,0.4238780438899990,0.2513372004032140,0.3624815344810490,0.2574595808982850,0.3368231952190400
349,"Make him pay for the pizzas, If he refuses tell him that he can work extra hours with no pay to compensate the company for the loss of product when your manager. If he refuses again tell the manager and have him fired.",-0.353709927,0.718999483,RLPS1,Becky,training,305,43,0.8164790272712710,0.8177032470703130,0.787844181060791,0.313734233379364,0.31951218843460100,0.2702985107898710,0.3763778507709500,0.2843059301376340,0.48532411456108100
350,A creative solution would be to give her close friend an alternative so she could avoid firing him.,-1.411283851,-1.428689993,RLPS1,Becky,training,127,18,0.8132554888725280,0.8193748593330380,0.7615509033203130,0.0,0.0,0.2918753921985630,0.37472277879715000,0.4240150451660160,0.4635942578315740
351,"I think that jim isnt a very good friend if he is treating becky this way, so becky shouldnt feel bad about telling the boss about jims behavior. I also think that she should look for a different more reliable roommate, since jim isnt very good.",-0.353709927,0.460172229,RLPS1,Becky,training,77,46,0.8256588578224180,0.8283687233924870,0.8113483786582950,0.37108826637268100,0.3157600164413450,0.2742675244808200,0.39498472213745100,0.3762333393096920,0.3252614438533780
352,"Request to not work with Jim anymore, but rather that the main store manager work with Jim so she can be seen as a responsible manager for speaking up about Jim, keep her shift managing job, and have her rent paid still.",-0.123122956,0.180205522,RLPS1,Becky,training,259,42,0.821039080619812,0.8191854953765870,0.7980045080184940,0.0,0.0,0.2834286689758300,0.39102423191070600,0.2744140625,0.35070252418518100
353,talk to jim about working better at school and that if he is going to have parties he needs to tell her,-1.411283851,-1.428689993,RLPS1,Becky,training,27,22,0.804643988609314,0.8093827962875370,0.7741126418113710,0.0,0.0,0.22512586414814000,0.3690067529678350,0.40221190452575700,0.3848097324371340
354,"Becky starts to eat Jim's food until he notices that she isn't paying for groceries anymore. Becky can use this to make Jim realize that what he is doing is not fair to Mark's Pizzeria, the customers, or to Becky herself.",-1.641870822,2.34903445,RLPS1,Becky,training,104,44,0.8249125480651860,0.822317361831665,0.8168360590934750,0.2936832904815670,0.3427485227584840,0.28584346175193800,0.3939001262187960,0.33150529861450200,0.3543880581855770
355,I feel that Becky should tell her manager the situation in its entirety. She should tell him the what she observed and also the situation relating to Jim having to pay his portion for rent.,-0.123122956,-1.169862738,RLPS1,Becky,training,49,35,0.8159351944923400,0.8219416737556460,0.7951748371124270,0.45407259464263900,0.32237493991851800,0.2477712631225590,0.3643992245197300,0.3363368511199950,0.29330992698669400
356,I would go to Jim first and tell him that his actions need to stop.  Explain to him that this job is important to me.  If he fails to stop his behavior I would report him to the owner.  If he is unwilling to stop acting the way he is after I came to him a a friend then he doesn't deserve to be let off the hook.,-0.584296898,-0.484258882,RLPS1,Becky,training,20,69,0.8114517331123350,0.8199207782745360,0.787972092628479,0.4677554666996000,0.3696072995662690,0.2444092035293580,0.35750216245651200,0.24533700942993200,0.3743772804737090
357,"The best solution would be to first inform Jim that he is being dishonest and that she does not appreciate it, and that if the behavior continues, then she will be forced to tell the boss.  If the behavior continues Becky should then report him, because agood friend would not put another friends valuable job on the line for these reasons.",-0.353709927,-0.484258882,RLPS1,Becky,training,40,61,0.8230025172233580,0.8303422331810000,0.8122943043708800,0.425487756729126,0.307121217250824,0.24931266903877300,0.3778107166290280,0.29601728916168200,0.290903776884079
358,"Becky's solution is that she needs to tell Mark that Jim is stealing food, but not to fire him, but say that he should find a better job.",1.39562491,-0.484258882,RLPS1,Becky,training,149,29,0.8068125247955320,0.8093485832214360,0.7726707458496090,0.0,0.0,0.27491018176078800,0.3793928623199460,0.2695850133895870,0.26944318413734400
359,"The solution to this problem is to have the boss talk to Jim and give him a 3 strike policy at work. If he does not abide by the poicy then he will be terminated. Also, Jim will have to pay the pizzaria for everything that he has stolen and the boss can ak customers how Jim is doing at his job.",-0.123122956,0.718999483,RLPS1,Becky,training,240,62,0.8218207359313970,0.8241006135940550,0.811840832233429,0.43389400839805600,0.43606820702552800,0.2530420124530790,0.37552517652511600,0.18772339820861800,0.40033313632011400
360,"Have Becky tell Jim he needs to do his job at work and not steal from them, because without this job they couldn't afford rent.
If Jim does not change and stop stealing and start working then Becky should report Jim.",-0.353709927,-0.484258882,RLPS1,Becky,training,26,42,0.8181818127632140,0.8203898072242740,0.8004606366157530,0.19833344221115100,0.18812918663024900,0.29456913471221900,0.3795103430747990,0.22853797674179100,0.2736763656139370
361,Becky first needs to talk to Jim about his behavior and give him advice about how to act at his job and also not to steal. If he continues then Becky needs to tell her boss what is happening so he can put a stop to Jim's bahavior even if that means loosin a friend. She will probably need to look for a new roomate put this will show her boss that she is trustworthy.,0.934450968,0.313362334,RLPS1,Becky,training,24,76,0.814935564994812,0.8194302916526790,0.8064031600952150,0.3458998501300810,0.3259428143501280,0.2579839527606960,0.38014739751815800,0.2328892946243290,0.2435649037361150
362,"Becky should approach Jim about his slacking off at work and his theft from work. Though this may seem very simple, I still find it creative because I don't actually know anybody who might legitimately stand up to his/her friend.",-0.123122956,-1.428689993,RLPS1,Becky,training,353,42,0.8302896022796630,0.8356168270111080,0.8204905390739440,0.6625545024871830,0.5343708992004400,0.295345276594162,0.39254626631736800,0.2677950859069820,0.25242170691490200
363,"First she should talk to Jim and tell him that he has to be the one that should tell to the boss. She should explain to him that what he did is putting in risk both of their jobs. If Jim does not want to tell to the boss itself then she should tell him, ad even consider of moving out in another apartment with some one that will not put their best friend in a possession like that.",-0.584296898,-0.078621733,RLPS1,Becky,training,117,79,0.8138002157211300,0.8214308023452760,0.8022066950798040,0.3852337896823880,0.27331194281578100,0.23672309517860400,0.3644208014011380,0.36590850353241000,0.3681463897228240
364,"I believe that Becky should find a new roommate or just move out all together because Jim is putting her job in jeopardy and with her prior record, she probably could not get a better position any where else.",-0.123122956,0.313362334,RLPS1,Becky,training,43,39,0.823485255241394,0.8279852271080020,0.8093056678771970,0.0,0.0,0.2593957185745240,0.3843247890472410,0.3560304045677190,0.32075896859169000
365,"I would improve enviormental conditions, look for highering a more diverse group of people from all ethnic groups.  Begin w/ experience + education not just education.  Make Guidelines that everyone can agree on",-0.388811041,0.789229081,RLPS2,Acme,training,476,32,0.832365095615387,0.838615357875824,0.8110687732696530,0.5285499095916750,0.4459822177886960,0.29610735177993800,0.40574929118156400,0.6545147895812990,0.6301165223121640
366,"Acme should suck it up and pay them.  With better employees comes better productivity, which results in more money coming in to offset the costs of higher wages.  Also, they should look for alternate sources of suppliers and shipping to reduce costs.",-1.298503148,0.530172162,RLPS2,Acme,training,409,42,0.8183609843254090,0.824088990688324,0.802315354347229,0.5617028474807740,0.5026341080665590,0.2892323136329650,0.3880394399166110,0.3900020122528080,0.41836559772491500
367,Acme could maybe increase job perks like wages by 1% at least to keep employees happy.  Possible talk w/ employees and come to an understanding.,0.019045661,-0.374881151,RLPS2,Acme,training,480,25,0.833210825920105,0.8383283615112310,0.8230089545249940,0.4533959627151490,0.41559869050979600,0.30531278252601600,0.3968953490257260,0.3281581401824950,0.3630222976207730
368,"You would have to increase cost of the product _ find ways that you can hire other help that doesn__ involve use of a trained engineer (because of the shortage.)  To keep the qualified workers, they may need to find creative ways to keep them such as offering benefits that others do not.  Lower the # of engineers needed & find ones that are highly qualified, give them good benefits",1.224685534,0.530172162,RLPS2,Acme,training,466,68,0.8147435188293460,0.8251291513442990,0.7979400157928470,0.4104982912540440,0.36482858657836900,0.25035563111305200,0.38564082980155900,0.2369120717048650,0.42645934224128700
