solutions,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,fac_scores
"I think that a creative solution to this problem would be to tell the employer that the number of pizzas is low, and that it would appear they are being stolen, but she does not know who.  This would possibly force the employer to give a lecture, and incrase security on the pizzas, but neither would get into trouble and both would get to keep their jobs.",2.826831,2.9260335,3.080526,3.2476335,3.4332936,3.8105416,4.0,4.0,3.2401009,2.7684617,2.5032454,1.257793445
"Becky should talk with Jim to get him to talk to Mark on his own and letting him know that they are both are in jepordy, where if he came clean, they both could possibly keep their jobs.",2.6683109,2.56444,2.415298,2.130566,1.6243633,1.1355394,0.5443344,0.3818046,0.34816113,0.36560345,0.4167779,-0.743086137
"Becky should ask Jim not to steal from the pizzeria because not only he could get in trouble for it, Becky will also because she was a witness and didn't do anything about it. If he doesn't stop after her asking him to, then i would suggest for Becky to tll Mark because it is the right thing to do. Even though Jim is one of her good friends/roomate, she cant afford to lose this job that has given her so many opportunities other jobs will not.",3.5910854,3.5912423,3.5934937,3.4952192,3.2287438,2.9054296,2.2710116,1.7480348,1.1645886,0.86025506,0.7154807,-0.337448988
She needs to talk to her friend Jim and tell him what he is doing is wrong. If that doesn't work then tell the Manager.,2.193719,2.1332552,2.051523,1.8905656,1.6015487,1.4659095,1.3093086,1.4496076,1.36813,1.3240693,1.3280795,-0.631068776
"Becky should first sit Jim down and talk to him about his work habits and taking food. She should then explain to him that if his behavior does not change, she will tell the manager. If Jim is still doing everything he should not be doing, Becky should tak to the manager about Jim.",3.509649,3.4866047,3.454478,3.3079667,2.9710763,2.569743,1.8794776,1.3713185,0.8842233,0.6411284,0.5350502,-0.484258882
Beckys should discuss with him that he is jepordizing their job and money to pay for their apartment.,2.294978,2.2300491,2.141125,1.9646314,1.6461282,1.4568272,1.2279093,1.3094106,1.2217752,1.1796018,1.1863526,-1.428689993
"Becky should set up a hidden camera to prove her statement before presenting it to the boss. And while she's in the process of this, she should suggest to Jim that maybe it's time for a new job. Maybe suggesting to him some other places that are hiring an using the 'roommates working together is too much time together' excuse would help. She should then use a camera to take to the boss and prove that it is Jim doing the stealing and slacking, not Becky.",2.8836544,2.8152018,2.7180922,2.5021296,2.091017,1.6912102,1.1373333,0.9041919,0.7042322,0.62048507,0.6089225,1.404603339
"She can talk to her roommate, tell him that it puts her in a difficult position when he does not perform well at work and that it makes her uncomfortable. She can also tell him that him being late, lazy ,etc. is not good but has no effect on her but him sealing does and that if she sees him doing it again she will have to say something to the owner.",2.3560731,2.3414006,2.3275113,2.2616687,2.1114058,2.1292114,2.0819783,2.1921735,1.9201876,1.7551266,1.6826977,-0.484258882
"I would tell mark about what was going on, and let him know my situation and that way he could keep it confidential and maybe confront Jim about it and then go from there.",1.5078595,1.4181702,1.2960094,1.1054823,0.80725735,0.76612246,0.8462929,1.3127831,1.4758817,1.5583309,1.6345618,-0.484258882
"I would tell Jim that the free pizza's are being blamed on me and I would ask him to stop and I would tell him working is a team effort just like paying rent, you have to do your part just like i have to do mine.",2.663771,2.6785295,2.7072423,2.691657,2.6028612,2.65208,2.5680687,2.5517004,2.1143184,1.8542749,1.7245324,0.606982123
Beckey should warn Jim about what he is doing and that it is wrong and he should stop. If Jim keeps doing it then she should tell because I am sure Beckey has other friends.,2.3998117,2.3040044,2.1682749,1.916181,1.4749023,1.1112922,0.69577754,0.684584,0.6801451,0.7014264,0.75109714,-0.484258882
She should first talk to Jim about the situation and tell him that it is immoral to be stealing.,2.4529083,2.4181132,2.3735805,2.2569451,2.0227857,1.9175723,1.733721,1.7684733,1.5446819,1.4185598,1.372953,-1.428689993
Becky could talk to Jim about his behavior and give him a chance to stop stealing from work. If his work improves then she will not tell Mark. If he continues to steal and avoid work then she will tell Mark.,3.196072,3.133356,3.0433042,2.8236365,2.3900993,1.912977,1.2190075,0.82809967,0.54257953,0.41895208,0.38605845,-0.484258882
"Becky will need to have a talk with Jim to get him to tell Mike what he has done. If Jim is not willing to let Mike know that he has taken all of those pizzas without permission, it will be Becky's responsibility to inform Mike about Jim's misbehavings. Bcky will have to decide what to do because Mike may put the blame on her due to her previous theft charges. Even though she is currently residing with Jim, it would be best to not be roommates with Jim because he can cause her to get more charges or becom an accessory after the fact. She has to think about her own future.",3.0267355,2.983148,2.9226067,2.7553544,2.4121013,2.0774636,1.5540557,1.2756095,0.9606031,0.8065026,0.75122267,-0.078621733
A creative solution to this problem is for Becky to take action and be the leader in the situation by being responsible and telling Jim what he is doing is wrong.,2.8322747,2.7571573,2.6503103,2.4219873,1.9944614,1.5814927,1.0263077,0.8121788,0.6458086,0.5820216,0.58270174,-1.428689993
"Becky needs to confront Jim before telling Mark what is going on. She needs to let mark know how important both of their jobs are to them (even though it doesn't seem like Jim knows that). If Jim does not change Becky will have to tell Mark what is going n, but before she does that either have mark find a different job or she needs to find a new roommate to compensate for the lose in money that will happen.",2.5080888,2.395589,2.2343032,1.9385815,1.4239008,0.9490076,0.40545076,0.31693935,0.34657425,0.39778897,0.4685839,0.460172229
Same as before.,0.0,0.0,0.019722283,0.11313575,0.3355191,1.1984047,2.454182,3.8243659,4.0,4.0,4.0,-1.428689993
Becky should encourage Jim to pay for the pizza so she won't have to tell on him to Mark in order to save her rent payment and keep Jim accountable.,3.3307211,3.30078,3.2591975,3.1066234,2.7698877,2.3965006,1.7711025,1.3489238,0.92315,0.71135396,0.62300557,-0.225431627
"Becky could leave a fake note from mark to jim saying that he knows what he's been up to and that he needs to clean up his act if he wants to keep his job. That way, Jim can keep his job, pay rent, and the problems he is creating would potentially end.",2.847265,2.7678757,2.6545498,2.415741,1.9711611,1.5339142,0.95265645,0.72544485,0.57048446,0.515436,0.522035,2.090207195
"She can taalk to Jim about the problem and suggest that he go to Mark directly and tell him about the 10 pizzas. If Jim apologized and paid for the pizzas, he may still keep hos job and Becky keep her job.",3.3555243,3.320288,3.270645,3.1047397,2.7460184,2.340482,1.6794895,1.2378144,0.8248676,0.62337625,0.5421141,-0.078621733
"A solution to this problem would be once she saw her friend going down the wrong path would be to say hey, you know what your doing is not right? I would appreciate it if you would stop you are my best friend and I would hate to report you. She could alsoask Jim to do his part at work so most of the duties would be on her shoulder. I say she should do these things before reporting to the manager because if someone is your ""best friend"" they will listen to good advice and also if has to report it her frien may not take it to personal.",2.1927736,2.1923811,2.2007034,2.1759622,2.098124,2.2344887,2.3340044,2.547603,2.2613964,2.0767095,1.9890536,-0.190639093
Becky should talk to Jim. She needs to tell him that she doesn't like how he treats the customers and that it is wrong to steal food from the pizzeria. She should say that he needs the job and since they are friends she will give him one more chance to fi his ways and if he doesn't then he will tell Mark.  Becky should then keep a close iey on Jim and if he makes a mistake then she will have to tell Mark.,3.3749883,3.3199499,3.2405264,3.0286944,2.597749,2.0962183,1.3407143,0.8647797,0.51527417,0.35851806,0.3067022,-0.337448988
"First and foremost Becky must confront Jim about his laziness,rudeness, and especially his stealing. Then she should suggest that they both go and talk to Mark.
If this solution fails, Becky must keep her job and find another solution about the rent. Mar has given her a chance others wouldn't, she has an opportunity for advancement.The only other solution is to break off her friendship with Jim and go to Mark on her own.",3.1081371,3.0426724,2.9489348,2.7277398,2.296531,1.8360425,1.1766797,0.8288038,0.57123387,0.46148705,0.43632823,0.460172229
"Becky should inform her boss about the fact that Jim stole 10 pizzas from the store. She should also discuss her current situation with her boss (needing Jim to help make the rent). If Jim is not fired, then a payment plan can be made so that Jim can pay ack for the stolen pizzas. If Jim is fired, Becky may need to get another job and move to a cheaper apartment in order to have a place to live.",3.7733324,3.7647848,3.7530894,3.6253376,3.3034434,2.8805254,2.1131072,1.4834938,0.89124566,0.59187484,0.45305327,1.257793445
"Becky can first talk to Jim about the situation, explaining that he's a good friend but highlighting the importance of keeping her job.  She can then offer him the chance to pay for the 10 pizzas he took before their boss might become aware of the issue. She could also ask to see why Jim's been unhappy at the pizzeria recently.  If he notes any important issues, she might be able to bring them up with their boss or encourage Jim to express his issues to their boss himself.  She could also help Jim look fo a job that is better suited for him if these issues can't be resolved.",3.5584733,3.5645194,3.5757596,3.4925776,3.2512372,2.965336,2.3731494,1.874503,1.2778547,0.96248835,0.8100363,1.145776084
"If I were Becky, my reputation would be the most important thing to me.  However, my friendship with Mark, and the income he provides to our living situation is also important.  My solution would be to warn Mark that if he continued to steal from the compny, I would have to let the boss know because he was nice enough to give you a chance when no one else would because of your shoplifting.  If Mark chose not to stop, then I would consider that as a choice he made, and the consequences would fall squarely n his shoulders, relieving me of any guilt I may have felt.  I would report his actions to the boss, so he would know that I could be trusted.",2.6065004,2.6091,2.619867,2.5797827,2.4560719,2.4692245,2.3636267,2.362718,1.978914,1.7521995,1.6433243,-0.337448988
"Becky should confront Jim first. She could let him know that she notices when he is doing things that are unethical, and that it makes her uncomfortable. If he's a good friend, he'll stop doing those things. If it continues, Becky should tell her boss. Menwhile, she should hunt for a new job for Jim that he would like more than he likes the pizza place.",3.47228,3.4230747,3.351914,3.1481,2.7243874,2.2170796,1.4351647,0.9150032,0.52504987,0.34639683,0.2817612,0.718999483
"Becky should tell Jim herself before confronting the boss. while she is telling him make him feel guilty in a nice, sneaky manner. Let Jim know what he is diong is wrong and that Becky is being put in an awkward situation. Tell Jim that he must pay back te pizzaria for the food he stole and confess to the boss. if this is not done, then Becky should tell the boss and move out with a new room mate.",3.523484,3.4841192,3.4274588,3.2432132,2.8470967,2.3673759,1.6003778,1.0651456,0.6308039,0.42476606,0.34304616,0.460172229
"Becky could look into finding another job for Jim that will guarantee he still pays the rent and when she finds a potential job, alert Mark that she has suspicions that Jim is stealing, not working hard, etc. Let Mark catch Jim in the act and fire him.",3.5847306,3.5744135,3.5609956,3.4393194,3.1369112,2.7683258,2.092685,1.5603642,1.0139912,0.7347293,0.6061998,1.257793445
"Becky should confront Jim concerning his actions. Since she is good friends with him, she should be able to talk to him without offending him. This way she can talk to him without having to go behind his back and possibly lose their friendship. She can poitely tell him that his actions are unlawful. Instead of going to the manager and reporting him, she is confronting Jim about it and maybe he will change his ways and there won't be a problem anymore. Becky will keep her friendship with Jim, Jim will chane his actions, and neither will get fired.",3.1794443,3.1290665,3.057594,2.8667836,2.4788623,2.0630424,1.430332,1.0631441,0.7390441,0.5879227,0.5368621,-1.135070204
"I think that Becky should wait and not say anything to Mark so then he can ""get in trouble"" on his own if he is caught by Mark. If Mark doesn't catch him for a while, or at all, then I think she should go talk to Mark about the situation.",1.7388257,1.6331297,1.485835,1.2466731,0.8607338,0.67086405,0.5613078,0.8866252,1.0555427,1.1559354,1.247306,0.054535079
Becky should give Jim him a week to go to Mark confess what he did and pay for the pizza. Hopefully Mark will see he is doing the right thing and let him keep his job. If Jim doesn't confess she should go and tell Mark the truth.,2.8908556,2.8278673,2.7389138,2.5349512,2.1420548,1.764582,1.230165,0.9998481,0.77972716,0.68257177,0.6623774,0.054535079
Becky should talk to her manager in private so that Jim doesn't think she is ratting him out. She should explain how she is nervous that Jim will get mad at her or lose his job. She should tell her manager that he needs to talk to Jim and if his behavior oesn't change then he should consider firing him or something.,3.0956085,3.0231643,2.9190269,2.682681,2.228659,1.7407457,1.058281,0.70855165,0.47743806,0.3850994,0.37109938,-0.337448988
"Creative solution

At first, I think, Becky should confront Jim. Just to give him a headups and tell him that what he is doing is not right. She should say they are friends and everything but in order to be loyal to her job, she will have to tell the bos if things do not change. If Jim doesn't listen, it is Becky's responsibilites to tell the boss about Jim's actions and that should solve the problem.",3.1626189,3.1063595,3.0261528,2.8229098,2.416618,1.9797564,1.330878,0.96543235,0.66495126,0.52903116,0.4876266,-0.484258882
Offer him incentive based salary to make him care more and to do more work.,1.8493778,1.8955389,1.9753408,2.0744894,2.2070115,2.6674287,3.1458557,3.5969243,3.2244377,2.959774,2.8148699,-0.652208228
"bekcy could tell jim you know i stole many years ago and now look i turned my life around. what you are doing is wrong. if you keep stealling you could run the store out of buinsees if you keep it up. then we and many tohers would be out of a job, then ma even get kickout of our apartment. so jim you need to be up front with mark or we both could get fired.  if jim says no then you have to tell mark becasue both of you cannot afford to be with out a job, and becky does not need to be accused for stealing hen she did not.",2.8979692,2.8532188,2.7915692,2.6285672,2.2987783,2.001441,1.5408852,1.3289207,1.04508,0.90460265,0.85628045,-0.484258882
First warn Jim that if he keeps stealing things and acting rude towards the customers and not carrying his wait around the Pizzeria then she is going to tell Mark.  And if he keeps doing it then tell Mark.,2.9061806,2.8998914,2.895856,2.8195965,2.623814,2.497716,2.196498,2.0268161,1.6100329,1.3787735,1.271406,-0.484258882
Becky should have a conversation with Jim and give him tips on how to change his behavior. After a week or two to see if Jim changes his ways.  If he doesn't change his ways Becky should talk to Mark and ask for advice.,2.9107773,2.8333087,2.7225504,2.4846992,2.0382144,1.5886661,0.9821419,0.7237733,0.5488421,0.48391727,0.48502693,-0.337448988
"What Becky should do is to talk to Jim about what he as been doing. Let him know that you know what he is doing and tell him that if anything like it happens again, she will tell on him. If he says he doesnt care, let him know that he still has to pay forrent and if he cant, she is kicking him out.",3.3371532,3.300843,3.249679,3.0823207,2.7223277,2.3180044,1.6621119,1.2288216,0.82342017,0.6260009,0.5471183,0.852156295
"Tell Mark the situation, and hopefully  he will work with you and only schedule Jim on shifts in which Mark also works. This will force him to be productive because of the risk of being fired. Also, he won't be able to steal anything because the manager i there also.",2.9228313,2.9719746,3.050954,3.0994573,3.096161,3.2152724,3.141171,3.0298886,2.4204836,2.0579717,1.8653107,0.865809378
A creative solution would be for Becky to tell Jim that she is just looking out for him as a friend because she suspects the owner is installing cameras or hiring secret shoppers to check on the employees and she doesn't want him to lose his job. This coud give Jim the incentive to do his job correctly. And since Becky is given a higher position she could actually give these ideas to the owner to show she has the business in her best interest.,3.20817,3.1543932,3.077684,2.8776333,2.473857,2.0331693,1.3708707,0.98441833,0.66584575,0.52025396,0.47322595,2.34903445
Talk to the boss about Mark and their situation and if he has been nice all that time then the boss will understand and find a solution to Mark's attitude and appreciate Becky's honesty.,2.3743494,2.300386,2.1975262,1.9963075,1.6352433,1.3788438,1.0696867,1.0983895,1.0248122,0.99708354,1.0144328,-0.743086137
"Becky should tell Mark, in confidence, about the problem with Jim stealing. Mark is not obligated to tell Jim how he found out about the theft, as it could have been discovered a number of ways (i.e. inventory, surveillance).",2.2646737,2.18401,2.0716476,1.8611064,1.4914501,1.2409968,0.96107876,1.0394869,1.0119325,1.0091813,1.041173,-1.135070204
"Becky can talk to Jim about his behavior without making him feel lousy; if he refuses to listen, than going to Mark would be the right thing to do.",2.7139685,2.6026034,2.4420018,2.13784,1.5990847,1.0612731,0.41413653,0.21845308,0.20073104,0.23186319,0.29264104,-0.484258882
Becky could tell Jim that he needs to either stop stealing & start working better otherwise she's going to tell the boss what he's doing - and if he threatens to move out she can contact her landlord & still make him responsible for all of his portions ofthe rent otherwise she could sue him.,3.3606973,3.3442311,3.3227007,3.1990666,2.9055882,2.583239,1.9993964,1.5777423,1.0996684,0.8537723,0.74364686,1.551413233
"Encourage Mark to come in to the store randomly and catch Jim in redhanded.  After he catches Jim, convince him not to fire Jim if he shapes up",2.5125344,2.494825,2.475611,2.3945167,2.2122598,2.1646159,2.022075,2.0460973,1.7514231,1.5802326,1.506143,0.718999483
I think the best thing to do is first tell Mark that some things aren't quit right in the shop and maybe he should take a deeper look. Like just give him a hint. Then if Jim keeps it up then just tell him what you suspect mught be happeing and let Mark tae further actions. This will only make her a better employee and have Mark trust her more as an emplyee and know he made a good descisson with her.,2.9733407,2.9546723,2.9317493,2.8238378,2.575411,2.3711264,1.9818702,1.761776,1.3730373,1.1650885,1.073916,0.054535079
"Becky should talk to Jim before going to Mark about how he needs to quit stealing food from the pizzeria. She should also offer to help Jim get getter at his job or suggest to him to go talk to Mark about getting more training. If Jim doesn't get better i a week or so, then she should go to Mark and tell him that you tried to help Jim get better, but she feels that he might be able to help Jim more than she can. Also make she tells Mark not to get upset at Jim for what he has done or at least not tell Jimthat Becky said something because she doesn't want to lose him as a friend.",3.574209,3.5268073,3.4578485,3.252673,2.8214064,2.2885697,1.460661,0.88894576,0.47130755,0.2798014,0.20830916,0.718999483
Becky could talk to Tim about the problem. Let him know that if he continues than she will be forced to talk to her boss.,2.1220868,2.0340164,1.9112532,1.6915486,1.3153008,1.078475,0.8421164,0.98672545,1.0145576,1.041225,1.0902628,-0.631068776
Find a new roommate/friend to live with; once new person is found tell Mark about Jim's poor behavior to have him fired.,2.6303225,2.5861847,2.5267732,2.3794732,2.0883133,1.8822087,1.5651878,1.495079,1.2656826,1.1464254,1.1079402,0.313362334
"Becky should first sit with Jim to discuss his behavior at work and ask him what are the reasons behind his behavior. If it is something that can be negotiated with Mark, then Becky could convince Jim to come to some agreement with him.",3.3377755,3.2724257,3.1777282,2.9445128,2.4824119,1.9465444,1.1667567,0.69794554,0.39147767,0.26202407,0.227447,-0.484258882
"To solve her problem of a stealing co-worker, Becky could report Jim to make sure she keeps her job since other places won't hire her and find a new roommate.",3.1951592,3.1548793,3.0984666,2.929705,2.5751207,2.1997776,1.601763,1.2385266,0.8766593,0.70055497,0.6334461,-0.225431627
I believe that she should tell on Jim even though it will jeopordize their friendship. Jim isn't a good friend and needs to learn that taking advantage of people is wrong.  Becky should not be concerned about losing the part of the rent but if that shouldhappen THEN she should be concerned but not until it happens. It really usually isn't that hard to find a roomate and even if it is where she lives her integrety and reputation are more important in the scheme of things.,2.637143,2.5647807,2.463025,2.251383,1.8601292,1.5241152,1.0833999,0.97548926,0.8409385,0.7872157,0.7915435,-0.337448988
"Becky should confront Jim about his behavior. She should tell him that if it doesn't stop, then she'll tell her boss.",3.12602,3.0464349,2.9314408,2.6772814,2.1940231,1.6637583,0.93489075,0.5604732,0.3472984,0.26911366,0.26479176,-0.631068776
"Becky should go to Jim and explain her predicament, he is her friend, but she also has certain responsibilities at her job that she takes seriously. She should tell him that stealing the pizzas and being a bad employee are not good/healthy behaviors and tat he should try to improve his job performance. She should not tell Mark unless the incident happens again, but after that it will be her duty to tell Mark.",3.4180627,3.3633537,3.2842112,3.0708215,2.6351624,2.120885,1.3441011,0.84585494,0.4861275,0.32495448,0.27090222,-0.484258882
"Becky needs to have a talk withd Bill first.  since they are friends, Bill should appreciate her comments and opinions.  By Becky going to Bill first, she is showing to Bill that their friendship does mean a lot to her.  She needs to confront the problems and see if Bill agrees to change, and make up for what he has done in the past (pay for the pizzas that he took).  Then Becky needs to observe Bill.  She needs to insure that he is working hard and that he shows that he is trying to change.  If he doesn' change, then Becky needs to tell Mark.  She really needs to look for a new room mate because if he cannot be trusted at work, then she shouldn't trust him at home either.  Becky needs to explain the issues to Mark and then it is out of her control and rech.  She gave Bill the chance to change, and now she needs to find a new room mate.",2.0433145,1.9537762,1.8292017,1.6103823,1.2397143,1.0222863,0.8211593,1.0055217,1.0549998,1.0917721,1.146221,-0.078621733
"I would not take an authoritative approach of ""telling"" Jim his behavior needs to improve. Instead, I would try to approach Jim and try to let him know how much his behavior stresses me out, make sure he is at least aware of the consequences his behavior s having. If he fails to acknowledge his behavioral consequences or doesn't care enough to change for Becky, then I would give him the ultimatum to either start being a good employee, or ""turn"" him in to the boss herself. Meanwhile I would be doing my bes to find a new roommate to move in or somewhere I could move out to, for a backup plan.",3.6037495,3.6082275,3.6168938,3.527737,3.274717,2.9667609,2.3440635,1.819645,1.2187827,0.90325594,0.7513753,0.460172229
Becky needs to talk to Jim about how she got arrested for shoplifting and how much it changed her life. She can incorporate how stealing food can get him into the same trouble. She needs to tell him that she is trying to get her life on track and doesn't ant to get into anymore trouble and doesn't want him to get fired or arrested.,2.836617,2.806779,2.7677863,2.6418679,2.3728318,2.1632187,1.7984238,1.6368784,1.3151249,1.1449109,1.0762931,-1.135070204
"First of all, Becky should have talked to Jim much earlier regarding his inappropriate behavior. However, since she allowed the situation to elaborate, she should first give Jim a brief chance to make it up by having him pay for the pizzas. If he does, i is a win-win for Becky since she gets to keep her job, her roommate = half the rent, without having to worry about hurting her relationship with Mark.

However, if Jim refuses to pay, she can either try to a) blackmail him or b) go straight to Mark. Blckmailing may put Becky at risk since she already has a record of shoplifting, especially if there is no evidence that Jim took the pizzas himself. If Becky goes and tells Mark right away, she will be able to preserve her long standing relationship with hm and prove to him that her ""criminal"" past is really behind her. However, since Jim will probably lose his job, given his problematic work behavior at the pizzeria, he will most likely be unable to pay his half of the rent or simply move out altogether.

If Becky does not find a suitable roommate quickly, she will be forced to temporary go into debt. In Becky's case this would be the lesser of two evils, since if she simply stays quite about the case she is being entirely unfair to Mark; and is also at isk of multiple negative consequences such as, her losing the job and further hurting her chances of getting a new one.
",3.5350142,3.5332239,3.5328324,3.4331424,3.1674669,2.8538778,2.2406971,1.7449231,1.1799641,0.88493836,0.7453932,1.551413233
"A creative solution could involve becky talking to mark but asking mark to keep it anonymous and also try and explain the rent situation and see what he has to say. jim did steal which is not right in any means, but at the same time becky is in a rough siuation in which mark should be a bit understanding about.",2.4840713,2.4075737,2.3003747,2.087545,1.702625,1.3985001,1.0207874,0.9885709,0.9004606,0.86937976,0.8861811,-0.078621733
Becky should have a staff meeting about how everyone has to pay for food. This will make Jim feel that she is not just telling him but the whole workers.,2.8417778,2.7839086,2.7028701,2.513136,2.144913,1.8068131,1.3200207,1.1217829,0.89456624,0.7895738,0.76354057,0.718999483
"Becky should personally talk to Jim about his problem and if it proceeds to happen again, tell the boss.",3.0747936,2.9887831,2.8644125,2.5984287,2.0995817,1.5571914,0.8279596,0.47276393,0.2923265,0.23352572,0.24107324,-0.631068776
Becky could talk to Jim and see if he would want to find a job that he might like better.  This way he is no longer a distraction for her and she can do her job without worrying about Jim.,2.6341536,2.5535548,2.4394674,2.209314,1.7895302,1.417251,0.94306093,0.826744,0.720924,0.6867464,0.7037687,0.16655244
"Becky should talk to her manager about implementing a rewards/restrictions system for employees. Giving rewards for being friendly with customers, having the correct amount of money in the register at close, showing effort, etc. would make employees, inclding Jim, to maybe work harder or be more concerned with their actions of work. Rewards could include acknowledgements, awards, food, bonuses, etc. There should also be restrictions placed on employees. Warnings or write-ups should be given for any unwantd behavior or consistent order mistakes due to inattentions should be given. Security cameras could also be put in place for the problem of stealing food or even money from the register. Since the manager obviously has trust and respect for Becky by makin her shift manager and hiring her despite her record, her plan would have a good chance of her manager listening to and considering it.",3.3944533,3.4306257,3.4878352,3.4817135,3.3685708,3.2731378,2.8955097,2.5198512,1.8550762,1.4830267,1.2911856,2.34903445
"Since Mary has been asked to serve in the capacity of a manager, she probably has knowledge of the books and balancing. She could make it so that the pizzas were accounted and paid for and then she could talk to her friend, Jim, about having to cover for im and suggesting he either pay her back or find another job.",2.4698627,2.477334,2.4960785,2.4743443,2.386373,2.466722,2.4538019,2.5308383,2.1592755,1.9327146,1.8219011,1.908604767
Becky should tell the room mate to stop,1.7174698,1.6028167,1.4421998,1.1838762,0.7693779,0.54605496,0.4096279,0.73534936,0.93933505,1.062516,1.1684203,-1.428689993
"I would say that Becky should first talk to Jim about his behavior at work and tell him to try and do better. If it doesn't get better to tell Mark what is going on and let Mark deal with Jim. I hope Becky doesn't lose her friend, a roommate and a job becuse of one situation.",3.044391,2.9449222,2.8005266,2.505662,1.9636744,1.3704618,0.59996927,0.24449272,0.11638979,0.09168616,0.12100299,-0.484258882
"Talk to Jim first about his behavior and getting his work done. Give him only one chance and if he blows it go to Mark and tell him the situation with rent. If Becky tells Mark about Jim, Mark may be grateful and give Becky a raise.",3.394681,3.3546603,3.2976518,3.1188076,2.737941,2.2978249,1.5958551,1.127738,0.72284156,0.5292419,0.45370758,-0.484258882
There are two creative solutions in this situation. One would be for Becky to discuss her concrns with Jim before going to Mark and talk to him as a friend. She could explain that the things he is doing are detrimental to his job and that she doesn't wanthim to get fired because she likes working with him and because it provides an income so that they can remain roommates. Perhaps Jim will listen and change his ways. The second solution would be for Becky to go straight to Mark and explain Jims behaviors o him. She could ask to remain anonymous and could ask Mark to first talk to Jim about his actions before ultimately firing him. This could give Jim a warning that could possibly make him change his behavior for fear of getting fired.,3.479626,3.4394236,3.3817232,3.197924,2.80484,2.3358243,1.5883532,1.0752289,0.6530105,0.45264748,0.3739721,0.201344974
"Becky should tell Mark that she suspects that Jim has been stealing.  That way Mark can keep an eye and watch Mark and make sure he is doing his job properly, and Jim would not know that Becky was the one who told Mark that he was stealing pizzas. Mark cold then deal with the situation and Becky could feel like she helped out.",2.9947546,2.9266946,2.829626,2.6086116,2.1837375,1.7489864,1.1382811,0.8470385,0.6222726,0.5282012,0.5115679,-0.337448988
"i think becky should talk to jim, and they should go to the manager together to solve the problem",2.5165532,2.4238348,2.2921603,2.0408251,1.5944902,1.2062665,0.74242777,0.6734274,0.63379115,0.63795537,0.6782115,-0.631068776
"Talk to Jim, tell him that he should be honest and tell Mark about the pizzas and pay for them, if not then she will tell Mark.",2.3956394,2.3343732,2.2504425,2.076867,1.7575116,1.551504,1.2851682,1.3180342,1.1966436,1.1373708,1.1344795,-0.631068776
"First, tell Jim what he is doing could very well get them both fired.  Remind him that without a job, both of your lifestyles would be hurt and school and living would be impossible.

If this does not work.  Sit down with both Jim and Mark and discuss te issue.  You can't afford to be fired over another shoplifting incident.",3.3989527,3.4228096,3.4615357,3.4272583,3.270234,3.117613,2.6852117,2.2922566,1.6685433,1.3249599,1.151738,-0.225431627
have becky scare jim by saying that she overheard the boss say he is noticing less food then there should be and that the boss is giong to put security cameras in (even though that is not true) because then it will scare jim from taking anymore free pizza,2.645689,2.611883,2.5678835,2.4431803,2.1862228,2.021767,1.7406187,1.6749282,1.4070414,1.2622836,1.207408,0.99896619
Have Becky make Jim take responseabilty for his actions. If he chooses not to then Becky needs to appoarch the boss herself and explain the whole situation.,3.1191146,3.0659766,2.9906635,2.7968225,2.4074268,1.9990623,1.3863728,1.0476475,0.74570704,0.6061577,0.56173915,-0.484258882
Becky should talk to Jim first and tell him that he should pay back however much pizza he stole and that he should tell the boss what he did. Becky shouldn't have to tell on her friend and get him fired for his problems. If he admits what he did then the oss won't be as mad. He needs to pay back what he stole and change his attitude to the costumers and then there wouldn't be a problem.,3.5630848,3.5479424,3.5273974,3.3959408,3.0795295,2.6962724,2.0114944,1.4847386,0.9593997,0.6932729,0.57298124,-0.078621733
Becky should talk to Jim about what he did and make it clear that she doesn't want to get him into trouble but if he doesn't stop it she'll be forced to tell.,2.6991441,2.5854452,2.421419,2.1127605,1.5678272,1.0243623,0.3751016,0.18440524,0.17777586,0.21562834,0.28056496,-0.484258882
"I think Becky needs to tell her boss. I know that losing a friend would be hard, but you also figure out who your friends are to. Her roomate is taking advantage of her and she could lose her job for that. Doesn't show he's a good friend. Her boss also trsts her, so she needs to be responsible and show she's a responsible girl. Especially, if she becomes a manager.",2.3000047,2.2372162,2.1514754,1.9795638,1.667894,1.4866097,1.2641517,1.345596,1.2495986,1.2019869,1.2052685,-0.743086137
leave Mark a note explaining what is happening without putting your name on it,0.8831593,0.8353897,0.7791486,0.7170508,0.6512419,1.006176,1.5936575,2.440316,2.5923634,2.6295009,2.66688,-0.911035483
Becky needs to warn Jim that this is a problem that should be addressed.  Help him find another job at a different store.,2.920723,2.8364801,2.715517,2.4617794,1.9901378,1.5066624,0.86607486,0.5942523,0.44033086,0.39043218,0.40148315,-0.225431627
"Notify Boss of what is happening, confront Jim about his behavior after already notifying boss about his actions and decision making.  This could show the boss Jim's initial reaction to the criticism, proving his neglectful behavior toward the establishmet.",2.3669775,2.325594,2.2716095,2.1446357,1.899041,1.7924328,1.6257948,1.6978683,1.5147039,1.4112855,1.3791951,-0.484258882
